,date,%-close_x,value,string-date_x,combined,Date,%-close_y,EPS,string-date_y
490,2020-09-30,FB-close,261.9,2020-09-30,2020-09-30_FB-close,2020-09-30,FB-close,2.58,2020-09-30
491,2020-10-30,FB-close,263.11,2020-10-30,2020-10-30_FB-close,2020-10-30,FB-close,2.58,2020-10-30
492,2020-11-30,FB-close,276.97,2020-11-30,2020-11-30_FB-close,2020-11-30,FB-close,2.58,2020-11-30
493,2020-12-31,FB-close,273.16,2020-12-31,2020-12-31_FB-close,2020-12-31,FB-close,2.07,2020-12-31
494,2021-01-29,FB-close,258.33,2021-01-29,2021-01-29_FB-close,2021-01-29,FB-close,2.07,2021-01-29
495,2021-02-26,FB-close,257.62,2021-02-26,2021-02-26_FB-close,2021-02-26,FB-close,2.07,2021-02-26
496,2021-03-31,FB-close,294.53,2021-03-31,2021-03-31_FB-close,2021-03-31,FB-close,1.77,2021-03-31
497,2021-04-30,FB-close,325.08,2021-04-30,2021-04-30_FB-close,2021-04-30,FB-close,1.77,2021-04-30
498,2021-05-28,FB-close,328.73,2021-05-28,2021-05-28_FB-close,,,,
499,2021-06-30,FB-close,347.71,2021-06-30,2021-06-30_FB-close,2021-06-30,FB-close,2.33,2021-06-30
500,2021-07-30,FB-close,356.3,2021-07-30,2021-07-30_FB-close,2021-07-30,FB-close,2.33,2021-07-30
501,2021-08-31,FB-close,379.38,2021-08-31,2021-08-31_FB-close,2021-08-31,FB-close,2.33,2021-08-31
502,2021-09-30,FB-close,339.39,2021-09-30,2021-09-30_FB-close,2021-09-30,FB-close,2.52,2021-09-30
503,2021-10-29,FB-close,323.57,2021-10-29,2021-10-29_FB-close,2021-10-29,FB-close,2.52,2021-10-29
504,2021-11-30,FB-close,324.46,2021-11-30,2021-11-30_FB-close,2021-11-30,FB-close,2.52,2021-11-30
505,2021-12-31,FB-close,336.35,2021-12-31,2021-12-31_FB-close,2021-12-31,FB-close,3.35,2021-12-31
506,2022-01-31,FB-close,313.26,2022-01-31,2022-01-31_FB-close,,,,
507,2022-02-28,FB-close,211.03,2022-02-28,2022-02-28_FB-close,,,,
508,2022-03-31,FB-close,222.36,2022-03-31,2022-03-31_FB-close,,,,
509,2022-04-18,FB-close,210.77,2022-04-18,2022-04-18_FB-close,,,,
510,2015-04-30,JPM-close,52.1798,2015-04-30,2015-04-30_JPM-close,2015-04-30,JPM-close,2.91,2015-04-30
511,2015-05-29,JPM-close,54.2584,2015-05-29,2015-05-29_JPM-close,2015-05-29,JPM-close,2.91,2015-05-29
512,2015-06-30,JPM-close,55.8916,2015-06-30,2015-06-30_JPM-close,2015-06-30,JPM-close,3.84,2015-06-30
513,2015-07-31,JPM-close,56.8922,2015-07-31,2015-07-31_JPM-close,2015-07-31,JPM-close,3.84,2015-07-31
514,2015-08-31,JPM-close,53.2145,2015-08-31,2015-08-31_JPM-close,2015-08-31,JPM-close,3.84,2015-08-31
515,2015-09-30,JPM-close,50.616,2015-09-30,2015-09-30_JPM-close,2015-09-30,JPM-close,3.34,2015-09-30
516,2015-10-30,JPM-close,53.7249,2015-10-30,2015-10-30_JPM-close,2015-10-30,JPM-close,3.34,2015-10-30
517,2015-11-30,JPM-close,55.7569,2015-11-30,2015-11-30_JPM-close,2015-11-30,JPM-close,3.34,2015-11-30
518,2015-12-31,JPM-close,55.2133,2015-12-31,2015-12-31_JPM-close,2015-12-31,JPM-close,4.84,2015-12-31
519,2016-01-29,JPM-close,50.0971,2016-01-29,2016-01-29_JPM-close,2016-01-29,JPM-close,4.84,2016-01-29
520,2016-02-29,JPM-close,47.4028,2016-02-29,2016-02-29_JPM-close,2016-02-29,JPM-close,4.84,2016-02-29
521,2016-03-31,JPM-close,49.8614,2016-03-31,2016-03-31_JPM-close,2016-03-31,JPM-close,2.35,2016-03-31
522,2016-04-29,JPM-close,53.6079,2016-04-29,2016-04-29_JPM-close,2016-04-29,JPM-close,2.35,2016-04-29
523,2016-05-31,JPM-close,55.3638,2016-05-31,2016-05-31_JPM-close,2016-05-31,JPM-close,2.35,2016-05-31
524,2016-06-30,JPM-close,52.7088,2016-06-30,2016-06-30_JPM-close,2016-06-30,JPM-close,2.95,2016-06-30
525,2016-07-29,JPM-close,54.6862,2016-07-29,2016-07-29_JPM-close,2016-07-29,JPM-close,2.95,2016-07-29
526,2016-08-31,JPM-close,57.7039,2016-08-31,2016-08-31_JPM-close,2016-08-31,JPM-close,2.95,2016-08-31
527,2016-09-30,JPM-close,56.926,2016-09-30,2016-09-30_JPM-close,2016-09-30,JPM-close,3.29,2016-09-30
528,2016-10-31,JPM-close,59.6352,2016-10-31,2016-10-31_JPM-close,2016-10-31,JPM-close,3.29,2016-10-31
529,2016-11-30,JPM-close,69.0291,2016-11-30,2016-11-30_JPM-close,2016-11-30,JPM-close,3.29,2016-11-30
530,2016-12-30,JPM-close,74.2986,2016-12-30,2016-12-30_JPM-close,2016-12-30,JPM-close,3.29,2016-12-30
531,2017-01-31,JPM-close,73.2718,2017-01-31,2017-01-31_JPM-close,2017-01-31,JPM-close,5.01,2017-01-31
532,2017-02-28,JPM-close,78.4579,2017-02-28,2017-02-28_JPM-close,2017-02-28,JPM-close,5.01,2017-02-28
533,2017-03-31,JPM-close,76.051,2017-03-31,2017-03-31_JPM-close,2017-03-31,JPM-close,2.38,2017-03-31
534,2017-04-28,JPM-close,75.7551,2017-04-28,2017-04-28_JPM-close,2017-04-28,JPM-close,2.38,2017-04-28
535,2017-05-31,JPM-close,71.5319,2017-05-31,2017-05-31_JPM-close,2017-05-31,JPM-close,2.38,2017-05-31
536,2017-06-30,JPM-close,79.5863,2017-06-30,2017-06-30_JPM-close,2017-06-30,JPM-close,2.97,2017-06-30
537,2017-07-31,JPM-close,80.3656,2017-07-31,2017-07-31_JPM-close,2017-07-31,JPM-close,2.97,2017-07-31
538,2017-08-31,JPM-close,79.5689,2017-08-31,2017-08-31_JPM-close,2017-08-31,JPM-close,2.97,2017-08-31
539,2017-09-29,JPM-close,83.6134,2017-09-29,2017-09-29_JPM-close,2017-09-29,JPM-close,2.97,2017-09-29
540,2017-10-31,JPM-close,88.5862,2017-10-31,2017-10-31_JPM-close,2017-10-31,JPM-close,3.3,2017-10-31
541,2017-11-30,JPM-close,92.0289,2017-11-30,2017-11-30_JPM-close,2017-11-30,JPM-close,3.3,2017-11-30
542,2017-12-29,JPM-close,94.1597,2017-12-29,2017-12-29_JPM-close,2017-12-29,JPM-close,3.3,2017-12-29
543,2018-01-31,JPM-close,102.3695,2018-01-31,2018-01-31_JPM-close,2018-01-31,JPM-close,5.18,2018-01-31
544,2018-02-28,JPM-close,102.219,2018-02-28,2018-02-28_JPM-close,2018-02-28,JPM-close,5.18,2018-02-28
545,2018-03-29,JPM-close,97.3249,2018-03-29,2018-03-29_JPM-close,,,,
546,2018-04-30,JPM-close,96.7536,2018-04-30,2018-04-30_JPM-close,2018-04-30,JPM-close,2.45,2018-04-30
547,2018-05-31,JPM-close,95.1793,2018-05-31,2018-05-31_JPM-close,2018-05-31,JPM-close,2.45,2018-05-31
548,2018-06-29,JPM-close,92.68,2018-06-29,2018-06-29_JPM-close,2018-06-29,JPM-close,2.45,2018-06-29
549,2018-07-31,JPM-close,102.7935,2018-07-31,2018-07-31_JPM-close,2018-07-31,JPM-close,3.08,2018-07-31
550,2018-08-31,JPM-close,102.4626,2018-08-31,2018-08-31_JPM-close,2018-08-31,JPM-close,3.08,2018-08-31
551,2018-09-28,JPM-close,100.9066,2018-09-28,2018-09-28_JPM-close,2018-09-28,JPM-close,3.08,2018-09-28
552,2018-10-31,JPM-close,98.1672,2018-10-31,2018-10-31_JPM-close,2018-10-31,JPM-close,3.42,2018-10-31
553,2018-11-30,JPM-close,100.1212,2018-11-30,2018-11-30_JPM-close,2018-11-30,JPM-close,3.42,2018-11-30
554,2018-12-31,JPM-close,87.9021,2018-12-31,2018-12-31_JPM-close,2018-12-31,JPM-close,4.87,2018-12-31
555,2019-01-31,JPM-close,93.9645,2019-01-31,2019-01-31_JPM-close,2019-01-31,JPM-close,4.87,2019-01-31
556,2019-02-28,JPM-close,94.7453,2019-02-28,2019-02-28_JPM-close,2019-02-28,JPM-close,4.87,2019-02-28
557,2019-03-29,JPM-close,91.9036,2019-03-29,2019-03-29_JPM-close,2019-03-29,JPM-close,4.87,2019-03-29
558,2019-04-30,JPM-close,106.1567,2019-04-30,2019-04-30_JPM-close,2019-04-30,JPM-close,2.25,2019-04-30
559,2019-05-31,JPM-close,96.9269,2019-05-31,2019-05-31_JPM-close,2019-05-31,JPM-close,2.25,2019-05-31
560,2019-06-28,JPM-close,102.269,2019-06-28,2019-06-28_JPM-close,2019-06-28,JPM-close,2.25,2019-06-28
561,2019-07-31,JPM-close,106.8634,2019-07-31,2019-07-31_JPM-close,2019-07-31,JPM-close,3.17,2019-07-31
562,2019-08-30,JPM-close,101.207,2019-08-30,2019-08-30_JPM-close,2019-08-30,JPM-close,3.17,2019-08-30
563,2019-09-30,JPM-close,108.4203,2019-09-30,2019-09-30_JPM-close,2019-09-30,JPM-close,2.68,2019-09-30
564,2019-10-31,JPM-close,116.004,2019-10-31,2019-10-31_JPM-close,2019-10-31,JPM-close,2.68,2019-10-31
565,2019-11-29,JPM-close,122.3558,2019-11-29,2019-11-29_JPM-close,2019-11-29,JPM-close,2.68,2019-11-29
566,2019-12-31,JPM-close,129.4505,2019-12-31,2019-12-31_JPM-close,2019-12-31,JPM-close,4.71,2019-12-31
567,2020-01-31,JPM-close,123.7126,2020-01-31,2020-01-31_JPM-close,2020-01-31,JPM-close,4.71,2020-01-31
568,2020-02-28,JPM-close,108.5243,2020-02-28,2020-02-28_JPM-close,2020-02-28,JPM-close,4.71,2020-02-28
569,2020-03-31,JPM-close,84.1482,2020-03-31,2020-03-31_JPM-close,2020-03-31,JPM-close,1.84,2020-03-31
570,2020-04-30,JPM-close,90.4622,2020-04-30,2020-04-30_JPM-close,2020-04-30,JPM-close,1.84,2020-04-30
571,2020-05-29,JPM-close,91.9264,2020-05-29,2020-05-29_JPM-close,2020-05-29,JPM-close,1.84,2020-05-29
572,2020-06-30,JPM-close,88.8563,2020-06-30,2020-06-30_JPM-close,2020-06-30,JPM-close,2.18,2020-06-30
573,2020-07-31,JPM-close,92.1802,2020-07-31,2020-07-31_JPM-close,2020-07-31,JPM-close,2.18,2020-07-31
574,2020-08-31,JPM-close,95.5664,2020-08-31,2020-08-31_JPM-close,2020-08-31,JPM-close,2.18,2020-08-31
575,2020-09-30,JPM-close,91.8273,2020-09-30,2020-09-30_JPM-close,2020-09-30,JPM-close,2.58,2020-09-30
576,2020-10-30,JPM-close,94.3654,2020-10-30,2020-10-30_JPM-close,2020-10-30,JPM-close,2.58,2020-10-30
577,2020-11-30,JPM-close,113.4618,2020-11-30,2020-11-30_JPM-close,2020-11-30,JPM-close,2.58,2020-11-30
578,2020-12-31,JPM-close,122.3074,2020-12-31,2020-12-31_JPM-close,2020-12-31,JPM-close,2.07,2020-12-31
579,2021-01-29,JPM-close,124.7345,2021-01-29,2021-01-29_JPM-close,2021-01-29,JPM-close,2.07,2021-01-29
580,2021-02-26,JPM-close,142.6687,2021-02-26,2021-02-26_JPM-close,2021-02-26,JPM-close,2.07,2021-02-26
581,2021-03-31,JPM-close,147.5739,2021-03-31,2021-03-31_JPM-close,2021-03-31,JPM-close,1.77,2021-03-31
582,2021-04-30,JPM-close,149.9791,2021-04-30,2021-04-30_JPM-close,2021-04-30,JPM-close,1.77,2021-04-30
583,2021-05-28,JPM-close,160.1493,2021-05-28,2021-05-28_JPM-close,,,,
584,2021-06-30,JPM-close,151.666,2021-06-30,2021-06-30_JPM-close,2021-06-30,JPM-close,2.33,2021-06-30
585,2021-07-30,JPM-close,148.8534,2021-07-30,2021-07-30_JPM-close,2021-07-30,JPM-close,2.33,2021-07-30
586,2021-08-31,JPM-close,156.8658,2021-08-31,2021-08-31_JPM-close,2021-08-31,JPM-close,2.33,2021-08-31
587,2021-09-30,JPM-close,160.5337,2021-09-30,2021-09-30_JPM-close,2021-09-30,JPM-close,2.52,2021-09-30
588,2021-10-29,JPM-close,167.602,2021-10-29,2021-10-29_JPM-close,2021-10-29,JPM-close,2.52,2021-10-29
589,2021-11-30,JPM-close,156.691,2021-11-30,2021-11-30_JPM-close,2021-11-30,JPM-close,2.52,2021-11-30
590,2021-12-31,JPM-close,156.2174,2021-12-31,2021-12-31_JPM-close,2021-12-31,JPM-close,3.35,2021-12-31
591,2022-01-31,JPM-close,147.4939,2022-01-31,2022-01-31_JPM-close,,,,
592,2022-02-28,JPM-close,140.7445,2022-02-28,2022-02-28_JPM-close,,,,
593,2022-03-31,JPM-close,135.3053,2022-03-31,2022-03-31_JPM-close,,,,
594,2022-04-18,JPM-close,128.46,2022-04-18,2022-04-18_JPM-close,,,,
595,2015-04-30,JNJ-close,82.1448,2015-04-30,2015-04-30_JNJ-close,2015-04-30,JNJ-close,2.91,2015-04-30
596,2015-05-29,JNJ-close,83.5304,2015-05-29,2015-05-29_JNJ-close,2015-05-29,JNJ-close,2.91,2015-05-29
597,2015-06-30,JNJ-close,81.2949,2015-06-30,2015-06-30_JNJ-close,2015-06-30,JNJ-close,3.84,2015-06-30
598,2015-07-31,JNJ-close,83.5888,2015-07-31,2015-07-31_JNJ-close,2015-07-31,JNJ-close,3.84,2015-07-31
599,2015-08-31,JNJ-close,79.0074,2015-08-31,2015-08-31_JNJ-close,2015-08-31,JNJ-close,3.84,2015-08-31
600,2015-09-30,JNJ-close,78.4778,2015-09-30,2015-09-30_JNJ-close,2015-09-30,JNJ-close,3.34,2015-09-30
601,2015-10-30,JNJ-close,84.9342,2015-10-30,2015-10-30_JNJ-close,2015-10-30,JNJ-close,3.34,2015-10-30
602,2015-11-30,JNJ-close,85.7336,2015-11-30,2015-11-30_JNJ-close,2015-11-30,JNJ-close,3.34,2015-11-30
603,2015-12-31,JNJ-close,86.9869,2015-12-31,2015-12-31_JNJ-close,2015-12-31,JNJ-close,4.84,2015-12-31
604,2016-01-29,JNJ-close,88.4435,2016-01-29,2016-01-29_JNJ-close,2016-01-29,JNJ-close,4.84,2016-01-29
605,2016-02-29,JNJ-close,89.7371,2016-02-29,2016-02-29_JNJ-close,2016-02-29,JNJ-close,4.84,2016-02-29
606,2016-03-31,JNJ-close,92.2874,2016-03-31,2016-03-31_JNJ-close,2016-03-31,JNJ-close,2.35,2016-03-31
607,2016-04-29,JNJ-close,95.5967,2016-04-29,2016-04-29_JNJ-close,2016-04-29,JNJ-close,2.35,2016-04-29
608,2016-05-31,JNJ-close,96.7997,2016-05-31,2016-05-31_JNJ-close,2016-05-31,JNJ-close,2.35,2016-05-31
609,2016-06-30,JNJ-close,104.1956,2016-06-30,2016-06-30_JNJ-close,2016-06-30,JNJ-close,2.95,2016-06-30
610,2016-07-29,JNJ-close,107.5714,2016-07-29,2016-07-29_JNJ-close,2016-07-29,JNJ-close,2.95,2016-07-29
611,2016-08-31,JNJ-close,103.1958,2016-08-31,2016-08-31_JNJ-close,2016-08-31,JNJ-close,2.95,2016-08-31
612,2016-09-30,JNJ-close,102.1495,2016-09-30,2016-09-30_JNJ-close,2016-09-30,JNJ-close,3.29,2016-09-30
613,2016-10-31,JNJ-close,100.299,2016-10-31,2016-10-31_JNJ-close,2016-10-31,JNJ-close,3.29,2016-10-31
614,2016-11-30,JNJ-close,96.9109,2016-11-30,2016-11-30_JNJ-close,2016-11-30,JNJ-close,3.29,2016-11-30
615,2016-12-30,JNJ-close,100.3154,2016-12-30,2016-12-30_JNJ-close,2016-12-30,JNJ-close,3.29,2016-12-30
616,2017-01-31,JNJ-close,98.6088,2017-01-31,2017-01-31_JNJ-close,2017-01-31,JNJ-close,5.01,2017-01-31
617,2017-02-28,JNJ-close,107.1041,2017-02-28,2017-02-28_JNJ-close,2017-02-28,JNJ-close,5.01,2017-02-28
618,2017-03-31,JNJ-close,109.1548,2017-03-31,2017-03-31_JNJ-close,2017-03-31,JNJ-close,2.38,2017-03-31
619,2017-04-28,JNJ-close,108.2083,2017-04-28,2017-04-28_JNJ-close,2017-04-28,JNJ-close,2.38,2017-04-28
620,2017-05-31,JNJ-close,113.1378,2017-05-31,2017-05-31_JNJ-close,2017-05-31,JNJ-close,2.38,2017-05-31
621,2017-06-30,JNJ-close,116.7018,2017-06-30,2017-06-30_JNJ-close,2017-06-30,JNJ-close,2.97,2017-06-30
622,2017-07-31,JNJ-close,117.0811,2017-07-31,2017-07-31_JNJ-close,2017-07-31,JNJ-close,2.97,2017-07-31
623,2017-08-31,JNJ-close,117.5172,2017-08-31,2017-08-31_JNJ-close,2017-08-31,JNJ-close,2.97,2017-08-31
624,2017-09-29,JNJ-close,115.422,2017-09-29,2017-09-29_JNJ-close,2017-09-29,JNJ-close,2.97,2017-09-29
625,2017-10-31,JNJ-close,123.7673,2017-10-31,2017-10-31_JNJ-close,2017-10-31,JNJ-close,3.3,2017-10-31
626,2017-11-30,JNJ-close,124.4487,2017-11-30,2017-11-30_JNJ-close,2017-11-30,JNJ-close,3.3,2017-11-30
627,2017-12-29,JNJ-close,124.797,2017-12-29,2017-12-29_JNJ-close,2017-12-29,JNJ-close,3.3,2017-12-29
628,2018-01-31,JNJ-close,123.4304,2018-01-31,2018-01-31_JNJ-close,2018-01-31,JNJ-close,5.18,2018-01-31
629,2018-02-28,JNJ-close,116.7458,2018-02-28,2018-02-28_JNJ-close,2018-02-28,JNJ-close,5.18,2018-02-28
630,2018-03-29,JNJ-close,115.1908,2018-03-29,2018-03-29_JNJ-close,,,,
631,2018-04-30,JNJ-close,113.6987,2018-04-30,2018-04-30_JNJ-close,2018-04-30,JNJ-close,2.45,2018-04-30
632,2018-05-31,JNJ-close,108.32,2018-05-31,2018-05-31_JNJ-close,2018-05-31,JNJ-close,2.45,2018-05-31
633,2018-06-29,JNJ-close,109.8776,2018-06-29,2018-06-29_JNJ-close,2018-06-29,JNJ-close,2.45,2018-06-29
634,2018-07-31,JNJ-close,120.0014,2018-07-31,2018-07-31_JNJ-close,2018-07-31,JNJ-close,3.08,2018-07-31
635,2018-08-31,JNJ-close,122.78,2018-08-31,2018-08-31_JNJ-close,2018-08-31,JNJ-close,3.08,2018-08-31
636,2018-09-28,JNJ-close,125.9523,2018-09-28,2018-09-28_JNJ-close,2018-09-28,JNJ-close,3.08,2018-09-28
637,2018-10-31,JNJ-close,127.6114,2018-10-31,2018-10-31_JNJ-close,2018-10-31,JNJ-close,3.42,2018-10-31
638,2018-11-30,JNJ-close,134.7629,2018-11-30,2018-11-30_JNJ-close,2018-11-30,JNJ-close,3.42,2018-11-30
639,2018-12-31,JNJ-close,118.3877,2018-12-31,2018-12-31_JNJ-close,2018-12-31,JNJ-close,4.87,2018-12-31
640,2019-01-31,JNJ-close,122.0847,2019-01-31,2019-01-31_JNJ-close,2019-01-31,JNJ-close,4.87,2019-01-31
641,2019-02-28,JNJ-close,126.1789,2019-02-28,2019-02-28_JNJ-close,2019-02-28,JNJ-close,4.87,2019-02-28
642,2019-03-29,JNJ-close,129.0877,2019-03-29,2019-03-29_JNJ-close,2019-03-29,JNJ-close,4.87,2019-03-29
643,2019-04-30,JNJ-close,130.3898,2019-04-30,2019-04-30_JNJ-close,2019-04-30,JNJ-close,2.25,2019-04-30
644,2019-05-31,JNJ-close,121.9378,2019-05-31,2019-05-31_JNJ-close,2019-05-31,JNJ-close,2.25,2019-05-31
645,2019-06-28,JNJ-close,129.4968,2019-06-28,2019-06-28_JNJ-close,2019-06-28,JNJ-close,2.25,2019-06-28
646,2019-07-31,JNJ-close,121.0731,2019-07-31,2019-07-31_JNJ-close,2019-07-31,JNJ-close,3.17,2019-07-31
647,2019-08-30,JNJ-close,120.2309,2019-08-30,2019-08-30_JNJ-close,2019-08-30,JNJ-close,3.17,2019-08-30
648,2019-09-30,JNJ-close,121.1863,2019-09-30,2019-09-30_JNJ-close,2019-09-30,JNJ-close,2.68,2019-09-30
649,2019-10-31,JNJ-close,123.6779,2019-10-31,2019-10-31_JNJ-close,2019-10-31,JNJ-close,2.68,2019-10-31
650,2019-11-29,JNJ-close,129.6746,2019-11-29,2019-11-29_JNJ-close,2019-11-29,JNJ-close,2.68,2019-11-29
651,2019-12-31,JNJ-close,137.5782,2019-12-31,2019-12-31_JNJ-close,2019-12-31,JNJ-close,4.71,2019-12-31
652,2020-01-31,JNJ-close,140.4077,2020-01-31,2020-01-31_JNJ-close,2020-01-31,JNJ-close,4.71,2020-01-31
653,2020-02-28,JNJ-close,127.6615,2020-02-28,2020-02-28_JNJ-close,2020-02-28,JNJ-close,4.71,2020-02-28
654,2020-03-31,JNJ-close,124.4813,2020-03-31,2020-03-31_JNJ-close,2020-03-31,JNJ-close,1.84,2020-03-31
655,2020-04-30,JNJ-close,142.4326,2020-04-30,2020-04-30_JNJ-close,2020-04-30,JNJ-close,1.84,2020-04-30
656,2020-05-29,JNJ-close,142.1958,2020-05-29,2020-05-29_JNJ-close,2020-05-29,JNJ-close,1.84,2020-05-29
657,2020-06-30,JNJ-close,134.4336,2020-06-30,2020-06-30_JNJ-close,2020-06-30,JNJ-close,2.18,2020-06-30
658,2020-07-31,JNJ-close,139.3376,2020-07-31,2020-07-31_JNJ-close,2020-07-31,JNJ-close,2.18,2020-07-31
659,2020-08-31,JNJ-close,147.624,2020-08-31,2020-08-31_JNJ-close,2020-08-31,JNJ-close,2.18,2020-08-31
660,2020-09-30,JNJ-close,143.2649,2020-09-30,2020-09-30_JNJ-close,2020-09-30,JNJ-close,2.58,2020-09-30
661,2020-10-30,JNJ-close,131.9388,2020-10-30,2020-10-30_JNJ-close,2020-10-30,JNJ-close,2.58,2020-10-30
662,2020-11-30,JNJ-close,140.2006,2020-11-30,2020-11-30_JNJ-close,2020-11-30,JNJ-close,2.58,2020-11-30
663,2020-12-31,JNJ-close,152.5074,2020-12-31,2020-12-31_JNJ-close,2020-12-31,JNJ-close,2.07,2020-12-31
664,2021-01-29,JNJ-close,158.0794,2021-01-29,2021-01-29_JNJ-close,2021-01-29,JNJ-close,2.07,2021-01-29
665,2021-02-26,JNJ-close,154.5121,2021-02-26,2021-02-26_JNJ-close,2021-02-26,JNJ-close,2.07,2021-02-26
666,2021-03-31,JNJ-close,160.2554,2021-03-31,2021-03-31_JNJ-close,2021-03-31,JNJ-close,1.77,2021-03-31
667,2021-04-30,JNJ-close,158.6757,2021-04-30,2021-04-30_JNJ-close,2021-04-30,JNJ-close,1.77,2021-04-30
668,2021-05-28,JNJ-close,166.059,2021-05-28,2021-05-28_JNJ-close,,,,
669,2021-06-30,JNJ-close,161.634,2021-06-30,2021-06-30_JNJ-close,2021-06-30,JNJ-close,2.33,2021-06-30
670,2021-07-30,JNJ-close,168.9534,2021-07-30,2021-07-30_JNJ-close,2021-07-30,JNJ-close,2.33,2021-07-30
671,2021-08-31,JNJ-close,170.8796,2021-08-31,2021-08-31_JNJ-close,2021-08-31,JNJ-close,2.33,2021-08-31
672,2021-09-30,JNJ-close,159.4008,2021-09-30,2021-09-30_JNJ-close,2021-09-30,JNJ-close,2.52,2021-09-30
673,2021-10-29,JNJ-close,160.7629,2021-10-29,2021-10-29_JNJ-close,2021-10-29,JNJ-close,2.52,2021-10-29
674,2021-11-30,JNJ-close,154.9247,2021-11-30,2021-11-30_JNJ-close,2021-11-30,JNJ-close,2.52,2021-11-30
675,2021-12-31,JNJ-close,169.9671,2021-12-31,2021-12-31_JNJ-close,2021-12-31,JNJ-close,3.35,2021-12-31
676,2022-01-31,JNJ-close,171.1793,2022-01-31,2022-01-31_JNJ-close,,,,
677,2022-02-28,JNJ-close,164.57,2022-02-28,2022-02-28_JNJ-close,,,,
678,2022-03-31,JNJ-close,177.23,2022-03-31,2022-03-31_JNJ-close,,,,
679,2022-04-18,JNJ-close,177.66,2022-04-18,2022-04-18_JNJ-close,,,,
680,2015-04-30,XOM-close,62.5362,2015-04-30,2015-04-30_XOM-close,2015-04-30,XOM-close,2.91,2015-04-30
681,2015-05-29,XOM-close,61.496,2015-05-29,2015-05-29_XOM-close,2015-05-29,XOM-close,2.91,2015-05-29
682,2015-06-30,XOM-close,60.0524,2015-06-30,2015-06-30_XOM-close,2015-06-30,XOM-close,3.84,2015-06-30
683,2015-07-31,XOM-close,57.1725,2015-07-31,2015-07-31_XOM-close,2015-07-31,XOM-close,3.84,2015-07-31
684,2015-08-31,XOM-close,54.8186,2015-08-31,2015-08-31_XOM-close,2015-08-31,XOM-close,3.84,2015-08-31
685,2015-09-30,XOM-close,54.1702,2015-09-30,2015-09-30_XOM-close,2015-09-30,XOM-close,3.34,2015-09-30
686,2015-10-30,XOM-close,60.283,2015-10-30,2015-10-30_XOM-close,2015-10-30,XOM-close,3.34,2015-10-30
687,2015-11-30,XOM-close,60.0261,2015-11-30,2015-11-30_XOM-close,2015-11-30,XOM-close,3.34,2015-11-30
688,2015-12-31,XOM-close,57.299,2015-12-31,2015-12-31_XOM-close,2015-12-31,XOM-close,4.84,2015-12-31
689,2016-01-29,XOM-close,57.2255,2016-01-29,2016-01-29_XOM-close,2016-01-29,XOM-close,4.84,2016-01-29
690,2016-02-29,XOM-close,59.4532,2016-02-29,2016-02-29_XOM-close,2016-02-29,XOM-close,4.84,2016-02-29
691,2016-03-31,XOM-close,62.0049,2016-03-31,2016-03-31_XOM-close,2016-03-31,XOM-close,2.35,2016-03-31
692,2016-04-29,XOM-close,65.5729,2016-04-29,2016-04-29_XOM-close,2016-04-29,XOM-close,2.35,2016-04-29
693,2016-05-31,XOM-close,66.5904,2016-05-31,2016-05-31_XOM-close,2016-05-31,XOM-close,2.35,2016-05-31
694,2016-06-30,XOM-close,70.1212,2016-06-30,2016-06-30_XOM-close,2016-06-30,XOM-close,2.95,2016-06-30
695,2016-07-29,XOM-close,66.5381,2016-07-29,2016-07-29_XOM-close,2016-07-29,XOM-close,2.95,2016-07-29
696,2016-08-31,XOM-close,65.7499,2016-08-31,2016-08-31_XOM-close,2016-08-31,XOM-close,2.95,2016-08-31
697,2016-09-30,XOM-close,65.8555,2016-09-30,2016-09-30_XOM-close,2016-09-30,XOM-close,3.29,2016-09-30
698,2016-10-31,XOM-close,62.8676,2016-10-31,2016-10-31_XOM-close,2016-10-31,XOM-close,3.29,2016-10-31
699,2016-11-30,XOM-close,66.4497,2016-11-30,2016-11-30_XOM-close,2016-11-30,XOM-close,3.29,2016-11-30
700,2016-12-30,XOM-close,68.7027,2016-12-30,2016-12-30_XOM-close,2016-12-30,XOM-close,3.29,2016-12-30
701,2017-01-31,XOM-close,63.8541,2017-01-31,2017-01-31_XOM-close,2017-01-31,XOM-close,5.01,2017-01-31
702,2017-02-28,XOM-close,62.4677,2017-02-28,2017-02-28_XOM-close,2017-02-28,XOM-close,5.01,2017-02-28
703,2017-03-31,XOM-close,62.9977,2017-03-31,2017-03-31_XOM-close,2017-03-31,XOM-close,2.38,2017-03-31
704,2017-04-28,XOM-close,62.7212,2017-04-28,2017-04-28_XOM-close,2017-04-28,XOM-close,2.38,2017-04-28
705,2017-05-31,XOM-close,62.4191,2017-05-31,2017-05-31_XOM-close,2017-05-31,XOM-close,2.38,2017-05-31
706,2017-06-30,XOM-close,62.5974,2017-06-30,2017-06-30_XOM-close,2017-06-30,XOM-close,2.97,2017-06-30
707,2017-07-31,XOM-close,62.0624,2017-07-31,2017-07-31_XOM-close,2017-07-31,XOM-close,2.97,2017-07-31
708,2017-08-31,XOM-close,59.7628,2017-08-31,2017-08-31_XOM-close,2017-08-31,XOM-close,2.97,2017-08-31
709,2017-09-29,XOM-close,64.1865,2017-09-29,2017-09-29_XOM-close,2017-09-29,XOM-close,2.97,2017-09-29
710,2017-10-31,XOM-close,65.2591,2017-10-31,2017-10-31_XOM-close,2017-10-31,XOM-close,3.3,2017-10-31
