,date,%-close_x,value,string-date_x,combined,Date,%-close_y,EPS,string-date_y
57,2020-01-31,AAPL-close,76.1469,2020-01-31,2020-01-31_AAPL-close,2020-01-31,AAPL-close,4.71,2020-01-31
58,2020-02-28,AAPL-close,67.415,2020-02-28,2020-02-28_AAPL-close,2020-02-28,AAPL-close,4.71,2020-02-28
59,2020-03-31,AAPL-close,62.712,2020-03-31,2020-03-31_AAPL-close,2020-03-31,AAPL-close,1.84,2020-03-31
60,2020-04-30,AAPL-close,72.4558,2020-04-30,2020-04-30_AAPL-close,2020-04-30,AAPL-close,1.84,2020-04-30
61,2020-05-29,AAPL-close,78.6164,2020-05-29,2020-05-29_AAPL-close,2020-05-29,AAPL-close,1.84,2020-05-29
62,2020-06-30,AAPL-close,90.2034,2020-06-30,2020-06-30_AAPL-close,2020-06-30,AAPL-close,2.18,2020-06-30
63,2020-07-31,AAPL-close,105.0988,2020-07-31,2020-07-31_AAPL-close,2020-07-31,AAPL-close,2.18,2020-07-31
64,2020-08-31,AAPL-close,127.8654,2020-08-31,2020-08-31_AAPL-close,2020-08-31,AAPL-close,2.18,2020-08-31
65,2020-09-30,AAPL-close,114.7558,2020-09-30,2020-09-30_AAPL-close,2020-09-30,AAPL-close,2.58,2020-09-30
66,2020-10-30,AAPL-close,107.8691,2020-10-30,2020-10-30_AAPL-close,2020-10-30,AAPL-close,2.58,2020-10-30
67,2020-11-30,AAPL-close,118.1701,2020-11-30,2020-11-30_AAPL-close,2020-11-30,AAPL-close,2.58,2020-11-30
68,2020-12-31,AAPL-close,131.7092,2020-12-31,2020-12-31_AAPL-close,2020-12-31,AAPL-close,2.07,2020-12-31
69,2021-01-29,AAPL-close,130.9846,2021-01-29,2021-01-29_AAPL-close,2021-01-29,AAPL-close,2.07,2021-01-29
70,2021-02-26,AAPL-close,120.5441,2021-02-26,2021-02-26_AAPL-close,2021-02-26,AAPL-close,2.07,2021-02-26
71,2021-03-31,AAPL-close,121.4289,2021-03-31,2021-03-31_AAPL-close,2021-03-31,AAPL-close,1.77,2021-03-31
72,2021-04-30,AAPL-close,130.6839,2021-04-30,2021-04-30_AAPL-close,2021-04-30,AAPL-close,1.77,2021-04-30
73,2021-05-28,AAPL-close,124.0837,2021-05-28,2021-05-28_AAPL-close,,,,
74,2021-06-30,AAPL-close,136.3815,2021-06-30,2021-06-30_AAPL-close,2021-06-30,AAPL-close,2.33,2021-06-30
75,2021-07-30,AAPL-close,145.2439,2021-07-30,2021-07-30_AAPL-close,2021-07-30,AAPL-close,2.33,2021-07-30
76,2021-08-31,AAPL-close,151.4163,2021-08-31,2021-08-31_AAPL-close,2021-08-31,AAPL-close,2.33,2021-08-31
77,2021-09-30,AAPL-close,141.1144,2021-09-30,2021-09-30_AAPL-close,2021-09-30,AAPL-close,2.52,2021-09-30
78,2021-10-29,AAPL-close,149.3918,2021-10-29,2021-10-29_AAPL-close,2021-10-29,AAPL-close,2.52,2021-10-29
79,2021-11-30,AAPL-close,165.0893,2021-11-30,2021-11-30_AAPL-close,2021-11-30,AAPL-close,2.52,2021-11-30
80,2021-12-31,AAPL-close,177.3437,2021-12-31,2021-12-31_AAPL-close,2021-12-31,AAPL-close,3.35,2021-12-31
81,2022-01-31,AAPL-close,174.5572,2022-01-31,2022-01-31_AAPL-close,,,,
82,2022-02-28,AAPL-close,165.12,2022-02-28,2022-02-28_AAPL-close,,,,
83,2022-03-31,AAPL-close,174.61,2022-03-31,2022-03-31_AAPL-close,,,,
84,2022-04-18,AAPL-close,165.07,2022-04-18,2022-04-18_AAPL-close,,,,
85,2015-04-30,GOOGL-close,548.77,2015-04-30,2015-04-30_GOOGL-close,2015-04-30,GOOGL-close,2.91,2015-04-30
86,2015-05-29,GOOGL-close,545.32,2015-05-29,2015-05-29_GOOGL-close,2015-05-29,GOOGL-close,2.91,2015-05-29
87,2015-06-30,GOOGL-close,540.04,2015-06-30,2015-06-30_GOOGL-close,2015-06-30,GOOGL-close,3.84,2015-06-30
88,2015-07-31,GOOGL-close,657.5,2015-07-31,2015-07-31_GOOGL-close,2015-07-31,GOOGL-close,3.84,2015-07-31
89,2015-08-31,GOOGL-close,647.82,2015-08-31,2015-08-31_GOOGL-close,2015-08-31,GOOGL-close,3.84,2015-08-31
90,2015-09-30,GOOGL-close,638.37,2015-09-30,2015-09-30_GOOGL-close,2015-09-30,GOOGL-close,3.34,2015-09-30
91,2015-10-30,GOOGL-close,737.39,2015-10-30,2015-10-30_GOOGL-close,2015-10-30,GOOGL-close,3.34,2015-10-30
92,2015-11-30,GOOGL-close,762.85,2015-11-30,2015-11-30_GOOGL-close,2015-11-30,GOOGL-close,3.34,2015-11-30
93,2015-12-31,GOOGL-close,778.01,2015-12-31,2015-12-31_GOOGL-close,2015-12-31,GOOGL-close,4.84,2015-12-31
94,2016-01-29,GOOGL-close,761.35,2016-01-29,2016-01-29_GOOGL-close,2016-01-29,GOOGL-close,4.84,2016-01-29
95,2016-02-29,GOOGL-close,717.22,2016-02-29,2016-02-29_GOOGL-close,2016-02-29,GOOGL-close,4.84,2016-02-29
96,2016-03-31,GOOGL-close,762.9,2016-03-31,2016-03-31_GOOGL-close,2016-03-31,GOOGL-close,2.35,2016-03-31
97,2016-04-29,GOOGL-close,707.88,2016-04-29,2016-04-29_GOOGL-close,2016-04-29,GOOGL-close,2.35,2016-04-29
98,2016-05-31,GOOGL-close,748.85,2016-05-31,2016-05-31_GOOGL-close,2016-05-31,GOOGL-close,2.35,2016-05-31
99,2016-06-30,GOOGL-close,703.53,2016-06-30,2016-06-30_GOOGL-close,2016-06-30,GOOGL-close,2.95,2016-06-30
100,2016-07-29,GOOGL-close,791.34,2016-07-29,2016-07-29_GOOGL-close,2016-07-29,GOOGL-close,2.95,2016-07-29
101,2016-08-31,GOOGL-close,789.85,2016-08-31,2016-08-31_GOOGL-close,2016-08-31,GOOGL-close,2.95,2016-08-31
102,2016-09-30,GOOGL-close,804.06,2016-09-30,2016-09-30_GOOGL-close,2016-09-30,GOOGL-close,3.29,2016-09-30
103,2016-10-31,GOOGL-close,809.9,2016-10-31,2016-10-31_GOOGL-close,2016-10-31,GOOGL-close,3.29,2016-10-31
104,2016-11-30,GOOGL-close,775.88,2016-11-30,2016-11-30_GOOGL-close,2016-11-30,GOOGL-close,3.29,2016-11-30
105,2016-12-30,GOOGL-close,792.45,2016-12-30,2016-12-30_GOOGL-close,2016-12-30,GOOGL-close,3.29,2016-12-30
106,2017-01-31,GOOGL-close,820.19,2017-01-31,2017-01-31_GOOGL-close,2017-01-31,GOOGL-close,5.01,2017-01-31
107,2017-02-28,GOOGL-close,844.93,2017-02-28,2017-02-28_GOOGL-close,2017-02-28,GOOGL-close,5.01,2017-02-28
108,2017-03-31,GOOGL-close,847.8,2017-03-31,2017-03-31_GOOGL-close,2017-03-31,GOOGL-close,2.38,2017-03-31
109,2017-04-28,GOOGL-close,924.52,2017-04-28,2017-04-28_GOOGL-close,2017-04-28,GOOGL-close,2.38,2017-04-28
110,2017-05-31,GOOGL-close,987.09,2017-05-31,2017-05-31_GOOGL-close,2017-05-31,GOOGL-close,2.38,2017-05-31
111,2017-06-30,GOOGL-close,929.68,2017-06-30,2017-06-30_GOOGL-close,2017-06-30,GOOGL-close,2.97,2017-06-30
112,2017-07-31,GOOGL-close,945.5,2017-07-31,2017-07-31_GOOGL-close,2017-07-31,GOOGL-close,2.97,2017-07-31
113,2017-08-31,GOOGL-close,955.24,2017-08-31,2017-08-31_GOOGL-close,2017-08-31,GOOGL-close,2.97,2017-08-31
114,2017-09-29,GOOGL-close,973.72,2017-09-29,2017-09-29_GOOGL-close,2017-09-29,GOOGL-close,2.97,2017-09-29
115,2017-10-31,GOOGL-close,1033.04,2017-10-31,2017-10-31_GOOGL-close,2017-10-31,GOOGL-close,3.3,2017-10-31
116,2017-11-30,GOOGL-close,1036.17,2017-11-30,2017-11-30_GOOGL-close,2017-11-30,GOOGL-close,3.3,2017-11-30
117,2017-12-29,GOOGL-close,1053.4,2017-12-29,2017-12-29_GOOGL-close,2017-12-29,GOOGL-close,3.3,2017-12-29
118,2018-01-31,GOOGL-close,1182.22,2018-01-31,2018-01-31_GOOGL-close,2018-01-31,GOOGL-close,5.18,2018-01-31
119,2018-02-28,GOOGL-close,1103.92,2018-02-28,2018-02-28_GOOGL-close,2018-02-28,GOOGL-close,5.18,2018-02-28
120,2018-03-29,GOOGL-close,1037.14,2018-03-29,2018-03-29_GOOGL-close,,,,
121,2018-04-30,GOOGL-close,1018.58,2018-04-30,2018-04-30_GOOGL-close,2018-04-30,GOOGL-close,2.45,2018-04-30
122,2018-05-31,GOOGL-close,1100.0,2018-05-31,2018-05-31_GOOGL-close,2018-05-31,GOOGL-close,2.45,2018-05-31
123,2018-06-29,GOOGL-close,1129.19,2018-06-29,2018-06-29_GOOGL-close,2018-06-29,GOOGL-close,2.45,2018-06-29
124,2018-07-31,GOOGL-close,1227.22,2018-07-31,2018-07-31_GOOGL-close,2018-07-31,GOOGL-close,3.08,2018-07-31
125,2018-08-31,GOOGL-close,1231.8,2018-08-31,2018-08-31_GOOGL-close,2018-08-31,GOOGL-close,3.08,2018-08-31
126,2018-09-28,GOOGL-close,1207.08,2018-09-28,2018-09-28_GOOGL-close,2018-09-28,GOOGL-close,3.08,2018-09-28
127,2018-10-31,GOOGL-close,1090.58,2018-10-31,2018-10-31_GOOGL-close,2018-10-31,GOOGL-close,3.42,2018-10-31
128,2018-11-30,GOOGL-close,1109.65,2018-11-30,2018-11-30_GOOGL-close,2018-11-30,GOOGL-close,3.42,2018-11-30
129,2018-12-31,GOOGL-close,1044.96,2018-12-31,2018-12-31_GOOGL-close,2018-12-31,GOOGL-close,4.87,2018-12-31
130,2019-01-31,GOOGL-close,1125.89,2019-01-31,2019-01-31_GOOGL-close,2019-01-31,GOOGL-close,4.87,2019-01-31
131,2019-02-28,GOOGL-close,1126.55,2019-02-28,2019-02-28_GOOGL-close,2019-02-28,GOOGL-close,4.87,2019-02-28
132,2019-03-29,GOOGL-close,1176.89,2019-03-29,2019-03-29_GOOGL-close,2019-03-29,GOOGL-close,4.87,2019-03-29
133,2019-04-30,GOOGL-close,1198.96,2019-04-30,2019-04-30_GOOGL-close,2019-04-30,GOOGL-close,2.25,2019-04-30
134,2019-05-31,GOOGL-close,1106.5,2019-05-31,2019-05-31_GOOGL-close,2019-05-31,GOOGL-close,2.25,2019-05-31
135,2019-06-28,GOOGL-close,1082.8,2019-06-28,2019-06-28_GOOGL-close,2019-06-28,GOOGL-close,2.25,2019-06-28
136,2019-07-31,GOOGL-close,1218.2,2019-07-31,2019-07-31_GOOGL-close,2019-07-31,GOOGL-close,3.17,2019-07-31
137,2019-08-30,GOOGL-close,1190.53,2019-08-30,2019-08-30_GOOGL-close,2019-08-30,GOOGL-close,3.17,2019-08-30
138,2019-09-30,GOOGL-close,1221.14,2019-09-30,2019-09-30_GOOGL-close,2019-09-30,GOOGL-close,2.68,2019-09-30
139,2019-10-31,GOOGL-close,1258.8,2019-10-31,2019-10-31_GOOGL-close,2019-10-31,GOOGL-close,2.68,2019-10-31
140,2019-11-29,GOOGL-close,1304.09,2019-11-29,2019-11-29_GOOGL-close,2019-11-29,GOOGL-close,2.68,2019-11-29
141,2019-12-31,GOOGL-close,1339.39,2019-12-31,2019-12-31_GOOGL-close,2019-12-31,GOOGL-close,4.71,2019-12-31
142,2020-01-31,GOOGL-close,1432.78,2020-01-31,2020-01-31_GOOGL-close,2020-01-31,GOOGL-close,4.71,2020-01-31
143,2020-02-28,GOOGL-close,1339.25,2020-02-28,2020-02-28_GOOGL-close,2020-02-28,GOOGL-close,4.71,2020-02-28
144,2020-03-31,GOOGL-close,1161.95,2020-03-31,2020-03-31_GOOGL-close,2020-03-31,GOOGL-close,1.84,2020-03-31
145,2020-04-30,GOOGL-close,1346.7,2020-04-30,2020-04-30_GOOGL-close,2020-04-30,GOOGL-close,1.84,2020-04-30
146,2020-05-29,GOOGL-close,1433.52,2020-05-29,2020-05-29_GOOGL-close,2020-05-29,GOOGL-close,1.84,2020-05-29
147,2020-06-30,GOOGL-close,1418.05,2020-06-30,2020-06-30_GOOGL-close,2020-06-30,GOOGL-close,2.18,2020-06-30
148,2020-07-31,GOOGL-close,1487.95,2020-07-31,2020-07-31_GOOGL-close,2020-07-31,GOOGL-close,2.18,2020-07-31
149,2020-08-31,GOOGL-close,1629.53,2020-08-31,2020-08-31_GOOGL-close,2020-08-31,GOOGL-close,2.18,2020-08-31
150,2020-09-30,GOOGL-close,1465.6,2020-09-30,2020-09-30_GOOGL-close,2020-09-30,GOOGL-close,2.58,2020-09-30
151,2020-10-30,GOOGL-close,1616.11,2020-10-30,2020-10-30_GOOGL-close,2020-10-30,GOOGL-close,2.58,2020-10-30
152,2020-11-30,GOOGL-close,1754.4,2020-11-30,2020-11-30_GOOGL-close,2020-11-30,GOOGL-close,2.58,2020-11-30
153,2020-12-31,GOOGL-close,1752.64,2020-12-31,2020-12-31_GOOGL-close,2020-12-31,GOOGL-close,2.07,2020-12-31
154,2021-01-29,GOOGL-close,1827.36,2021-01-29,2021-01-29_GOOGL-close,2021-01-29,GOOGL-close,2.07,2021-01-29
155,2021-02-26,GOOGL-close,2021.91,2021-02-26,2021-02-26_GOOGL-close,2021-02-26,GOOGL-close,2.07,2021-02-26
156,2021-03-31,GOOGL-close,2062.52,2021-03-31,2021-03-31_GOOGL-close,2021-03-31,GOOGL-close,1.77,2021-03-31
157,2021-04-30,GOOGL-close,2353.5,2021-04-30,2021-04-30_GOOGL-close,2021-04-30,GOOGL-close,1.77,2021-04-30
158,2021-05-28,GOOGL-close,2356.85,2021-05-28,2021-05-28_GOOGL-close,,,,
159,2021-06-30,GOOGL-close,2441.79,2021-06-30,2021-06-30_GOOGL-close,2021-06-30,GOOGL-close,2.33,2021-06-30
160,2021-07-30,GOOGL-close,2694.53,2021-07-30,2021-07-30_GOOGL-close,2021-07-30,GOOGL-close,2.33,2021-07-30
161,2021-08-31,GOOGL-close,2893.95,2021-08-31,2021-08-31_GOOGL-close,2021-08-31,GOOGL-close,2.33,2021-08-31
162,2021-09-30,GOOGL-close,2673.52,2021-09-30,2021-09-30_GOOGL-close,2021-09-30,GOOGL-close,2.52,2021-09-30
163,2021-10-29,GOOGL-close,2960.92,2021-10-29,2021-10-29_GOOGL-close,2021-10-29,GOOGL-close,2.52,2021-10-29
164,2021-11-30,GOOGL-close,2837.95,2021-11-30,2021-11-30_GOOGL-close,2021-11-30,GOOGL-close,2.52,2021-11-30
165,2021-12-31,GOOGL-close,2897.04,2021-12-31,2021-12-31_GOOGL-close,2021-12-31,GOOGL-close,3.35,2021-12-31
166,2022-01-31,GOOGL-close,2706.07,2022-01-31,2022-01-31_GOOGL-close,,,,
167,2022-02-28,GOOGL-close,2701.14,2022-02-28,2022-02-28_GOOGL-close,,,,
168,2022-03-31,GOOGL-close,2781.35,2022-03-31,2022-03-31_GOOGL-close,,,,
169,2022-04-18,GOOGL-close,2553.53,2022-04-18,2022-04-18_GOOGL-close,,,,
170,2015-04-30,GOOG-close,537.34,2015-04-30,2015-04-30_GOOG-close,2015-04-30,GOOG-close,2.91,2015-04-30
171,2015-05-29,GOOG-close,532.11,2015-05-29,2015-05-29_GOOG-close,2015-05-29,GOOG-close,2.91,2015-05-29
172,2015-06-30,GOOG-close,520.51,2015-06-30,2015-06-30_GOOG-close,2015-06-30,GOOG-close,3.84,2015-06-30
173,2015-07-31,GOOG-close,625.61,2015-07-31,2015-07-31_GOOG-close,2015-07-31,GOOG-close,3.84,2015-07-31
174,2015-08-31,GOOG-close,618.25,2015-08-31,2015-08-31_GOOG-close,2015-08-31,GOOG-close,3.84,2015-08-31
175,2015-09-30,GOOG-close,608.42,2015-09-30,2015-09-30_GOOG-close,2015-09-30,GOOG-close,3.34,2015-09-30
176,2015-10-30,GOOG-close,710.81,2015-10-30,2015-10-30_GOOG-close,2015-10-30,GOOG-close,3.34,2015-10-30
177,2015-11-30,GOOG-close,742.6,2015-11-30,2015-11-30_GOOG-close,2015-11-30,GOOG-close,3.34,2015-11-30
178,2015-12-31,GOOG-close,758.88,2015-12-31,2015-12-31_GOOG-close,2015-12-31,GOOG-close,4.84,2015-12-31
179,2016-01-29,GOOG-close,742.95,2016-01-29,2016-01-29_GOOG-close,2016-01-29,GOOG-close,4.84,2016-01-29
180,2016-02-29,GOOG-close,697.77,2016-02-29,2016-02-29_GOOG-close,2016-02-29,GOOG-close,4.84,2016-02-29
181,2016-03-31,GOOG-close,744.95,2016-03-31,2016-03-31_GOOG-close,2016-03-31,GOOG-close,2.35,2016-03-31
182,2016-04-29,GOOG-close,693.01,2016-04-29,2016-04-29_GOOG-close,2016-04-29,GOOG-close,2.35,2016-04-29
183,2016-05-31,GOOG-close,735.72,2016-05-31,2016-05-31_GOOG-close,2016-05-31,GOOG-close,2.35,2016-05-31
184,2016-06-30,GOOG-close,692.1,2016-06-30,2016-06-30_GOOG-close,2016-06-30,GOOG-close,2.95,2016-06-30
185,2016-07-29,GOOG-close,768.79,2016-07-29,2016-07-29_GOOG-close,2016-07-29,GOOG-close,2.95,2016-07-29
186,2016-08-31,GOOG-close,767.05,2016-08-31,2016-08-31_GOOG-close,2016-08-31,GOOG-close,2.95,2016-08-31
187,2016-09-30,GOOG-close,777.29,2016-09-30,2016-09-30_GOOG-close,2016-09-30,GOOG-close,3.29,2016-09-30
188,2016-10-31,GOOG-close,784.54,2016-10-31,2016-10-31_GOOG-close,2016-10-31,GOOG-close,3.29,2016-10-31
189,2016-11-30,GOOG-close,758.04,2016-11-30,2016-11-30_GOOG-close,2016-11-30,GOOG-close,3.29,2016-11-30
190,2016-12-30,GOOG-close,771.82,2016-12-30,2016-12-30_GOOG-close,2016-12-30,GOOG-close,3.29,2016-12-30
191,2017-01-31,GOOG-close,796.79,2017-01-31,2017-01-31_GOOG-close,2017-01-31,GOOG-close,5.01,2017-01-31
192,2017-02-28,GOOG-close,823.21,2017-02-28,2017-02-28_GOOG-close,2017-02-28,GOOG-close,5.01,2017-02-28
193,2017-03-31,GOOG-close,829.56,2017-03-31,2017-03-31_GOOG-close,2017-03-31,GOOG-close,2.38,2017-03-31
194,2017-04-28,GOOG-close,905.96,2017-04-28,2017-04-28_GOOG-close,2017-04-28,GOOG-close,2.38,2017-04-28
195,2017-05-31,GOOG-close,964.86,2017-05-31,2017-05-31_GOOG-close,2017-05-31,GOOG-close,2.38,2017-05-31
196,2017-06-30,GOOG-close,908.73,2017-06-30,2017-06-30_GOOG-close,2017-06-30,GOOG-close,2.97,2017-06-30
197,2017-07-31,GOOG-close,930.5,2017-07-31,2017-07-31_GOOG-close,2017-07-31,GOOG-close,2.97,2017-07-31
198,2017-08-31,GOOG-close,939.33,2017-08-31,2017-08-31_GOOG-close,2017-08-31,GOOG-close,2.97,2017-08-31
199,2017-09-29,GOOG-close,959.11,2017-09-29,2017-09-29_GOOG-close,2017-09-29,GOOG-close,2.97,2017-09-29
200,2017-10-31,GOOG-close,1016.64,2017-10-31,2017-10-31_GOOG-close,2017-10-31,GOOG-close,3.3,2017-10-31
201,2017-11-30,GOOG-close,1021.41,2017-11-30,2017-11-30_GOOG-close,2017-11-30,GOOG-close,3.3,2017-11-30
202,2017-12-29,GOOG-close,1046.4,2017-12-29,2017-12-29_GOOG-close,2017-12-29,GOOG-close,3.3,2017-12-29
203,2018-01-31,GOOG-close,1169.94,2018-01-31,2018-01-31_GOOG-close,2018-01-31,GOOG-close,5.18,2018-01-31
204,2018-02-28,GOOG-close,1104.73,2018-02-28,2018-02-28_GOOG-close,2018-02-28,GOOG-close,5.18,2018-02-28
205,2018-03-29,GOOG-close,1031.79,2018-03-29,2018-03-29_GOOG-close,,,,
206,2018-04-30,GOOG-close,1017.33,2018-04-30,2018-04-30_GOOG-close,2018-04-30,GOOG-close,2.45,2018-04-30
207,2018-05-31,GOOG-close,1084.99,2018-05-31,2018-05-31_GOOG-close,2018-05-31,GOOG-close,2.45,2018-05-31
208,2018-06-29,GOOG-close,1115.65,2018-06-29,2018-06-29_GOOG-close,2018-06-29,GOOG-close,2.45,2018-06-29
209,2018-07-31,GOOG-close,1217.26,2018-07-31,2018-07-31_GOOG-close,2018-07-31,GOOG-close,3.08,2018-07-31
210,2018-08-31,GOOG-close,1218.19,2018-08-31,2018-08-31_GOOG-close,2018-08-31,GOOG-close,3.08,2018-08-31
211,2018-09-28,GOOG-close,1193.47,2018-09-28,2018-09-28_GOOG-close,2018-09-28,GOOG-close,3.08,2018-09-28
212,2018-10-31,GOOG-close,1076.77,2018-10-31,2018-10-31_GOOG-close,2018-10-31,GOOG-close,3.42,2018-10-31
213,2018-11-30,GOOG-close,1094.43,2018-11-30,2018-11-30_GOOG-close,2018-11-30,GOOG-close,3.42,2018-11-30
214,2018-12-31,GOOG-close,1035.61,2018-12-31,2018-12-31_GOOG-close,2018-12-31,GOOG-close,4.87,2018-12-31
215,2019-01-31,GOOG-close,1116.37,2019-01-31,2019-01-31_GOOG-close,2019-01-31,GOOG-close,4.87,2019-01-31
216,2019-02-28,GOOG-close,1119.92,2019-02-28,2019-02-28_GOOG-close,2019-02-28,GOOG-close,4.87,2019-02-28
217,2019-03-29,GOOG-close,1173.31,2019-03-29,2019-03-29_GOOG-close,2019-03-29,GOOG-close,4.87,2019-03-29
218,2019-04-30,GOOG-close,1188.48,2019-04-30,2019-04-30_GOOG-close,2019-04-30,GOOG-close,2.25,2019-04-30
219,2019-05-31,GOOG-close,1103.63,2019-05-31,2019-05-31_GOOG-close,2019-05-31,GOOG-close,2.25,2019-05-31
220,2019-06-28,GOOG-close,1080.91,2019-06-28,2019-06-28_GOOG-close,2019-06-28,GOOG-close,2.25,2019-06-28
221,2019-07-31,GOOG-close,1216.68,2019-07-31,2019-07-31_GOOG-close,2019-07-31,GOOG-close,3.17,2019-07-31
222,2019-08-30,GOOG-close,1188.1,2019-08-30,2019-08-30_GOOG-close,2019-08-30,GOOG-close,3.17,2019-08-30
223,2019-09-30,GOOG-close,1219.0,2019-09-30,2019-09-30_GOOG-close,2019-09-30,GOOG-close,2.68,2019-09-30
224,2019-10-31,GOOG-close,1260.11,2019-10-31,2019-10-31_GOOG-close,2019-10-31,GOOG-close,2.68,2019-10-31
225,2019-11-29,GOOG-close,1304.96,2019-11-29,2019-11-29_GOOG-close,2019-11-29,GOOG-close,2.68,2019-11-29
226,2019-12-31,GOOG-close,1337.02,2019-12-31,2019-12-31_GOOG-close,2019-12-31,GOOG-close,4.71,2019-12-31
227,2020-01-31,GOOG-close,1434.23,2020-01-31,2020-01-31_GOOG-close,2020-01-31,GOOG-close,4.71,2020-01-31
228,2020-02-28,GOOG-close,1339.33,2020-02-28,2020-02-28_GOOG-close,2020-02-28,GOOG-close,4.71,2020-02-28
229,2020-03-31,GOOG-close,1162.81,2020-03-31,2020-03-31_GOOG-close,2020-03-31,GOOG-close,1.84,2020-03-31
230,2020-04-30,GOOG-close,1348.66,2020-04-30,2020-04-30_GOOG-close,2020-04-30,GOOG-close,1.84,2020-04-30
231,2020-05-29,GOOG-close,1428.92,2020-05-29,2020-05-29_GOOG-close,2020-05-29,GOOG-close,1.84,2020-05-29
232,2020-06-30,GOOG-close,1413.61,2020-06-30,2020-06-30_GOOG-close,2020-06-30,GOOG-close,2.18,2020-06-30
233,2020-07-31,GOOG-close,1482.96,2020-07-31,2020-07-31_GOOG-close,2020-07-31,GOOG-close,2.18,2020-07-31
234,2020-08-31,GOOG-close,1634.18,2020-08-31,2020-08-31_GOOG-close,2020-08-31,GOOG-close,2.18,2020-08-31
235,2020-09-30,GOOG-close,1469.6,2020-09-30,2020-09-30_GOOG-close,2020-09-30,GOOG-close,2.58,2020-09-30
236,2020-10-30,GOOG-close,1621.01,2020-10-30,2020-10-30_GOOG-close,2020-10-30,GOOG-close,2.58,2020-10-30
237,2020-11-30,GOOG-close,1760.74,2020-11-30,2020-11-30_GOOG-close,2020-11-30,GOOG-close,2.58,2020-11-30
238,2020-12-31,GOOG-close,1751.88,2020-12-31,2020-12-31_GOOG-close,2020-12-31,GOOG-close,2.07,2020-12-31
239,2021-01-29,GOOG-close,1835.74,2021-01-29,2021-01-29_GOOG-close,2021-01-29,GOOG-close,2.07,2021-01-29
240,2021-02-26,GOOG-close,2036.86,2021-02-26,2021-02-26_GOOG-close,2021-02-26,GOOG-close,2.07,2021-02-26
241,2021-03-31,GOOG-close,2068.63,2021-03-31,2021-03-31_GOOG-close,2021-03-31,GOOG-close,1.77,2021-03-31
242,2021-04-30,GOOG-close,2410.12,2021-04-30,2021-04-30_GOOG-close,2021-04-30,GOOG-close,1.77,2021-04-30
243,2021-05-28,GOOG-close,2411.56,2021-05-28,2021-05-28_GOOG-close,,,,
244,2021-06-30,GOOG-close,2506.32,2021-06-30,2021-06-30_GOOG-close,2021-06-30,GOOG-close,2.33,2021-06-30
245,2021-07-30,GOOG-close,2704.42,2021-07-30,2021-07-30_GOOG-close,2021-07-30,GOOG-close,2.33,2021-07-30
246,2021-08-31,GOOG-close,2909.24,2021-08-31,2021-08-31_GOOG-close,2021-08-31,GOOG-close,2.33,2021-08-31
247,2021-09-30,GOOG-close,2665.31,2021-09-30,2021-09-30_GOOG-close,2021-09-30,GOOG-close,2.52,2021-09-30
248,2021-10-29,GOOG-close,2965.41,2021-10-29,2021-10-29_GOOG-close,2021-10-29,GOOG-close,2.52,2021-10-29
249,2021-11-30,GOOG-close,2849.04,2021-11-30,2021-11-30_GOOG-close,2021-11-30,GOOG-close,2.52,2021-11-30
250,2021-12-31,GOOG-close,2893.59,2021-12-31,2021-12-31_GOOG-close,2021-12-31,GOOG-close,3.35,2021-12-31
251,2022-01-31,GOOG-close,2713.97,2022-01-31,2022-01-31_GOOG-close,,,,
252,2022-02-28,GOOG-close,2697.82,2022-02-28,2022-02-28_GOOG-close,,,,
253,2022-03-31,GOOG-close,2792.99,2022-03-31,2022-03-31_GOOG-close,,,,
254,2022-04-18,GOOG-close,2559.22,2022-04-18,2022-04-18_GOOG-close,,,,
255,2015-04-30,MSFT-close,43.0679,2015-04-30,2015-04-30_MSFT-close,2015-04-30,MSFT-close,2.91,2015-04-30
256,2015-05-29,MSFT-close,41.7622,2015-05-29,2015-05-29_MSFT-close,2015-05-29,MSFT-close,2.91,2015-05-29
257,2015-06-30,MSFT-close,39.347,2015-06-30,2015-06-30_MSFT-close,2015-06-30,MSFT-close,3.84,2015-06-30
258,2015-07-31,MSFT-close,41.6196,2015-07-31,2015-07-31_MSFT-close,2015-07-31,MSFT-close,3.84,2015-07-31
259,2015-08-31,MSFT-close,39.0399,2015-08-31,2015-08-31_MSFT-close,2015-08-31,MSFT-close,3.84,2015-08-31
260,2015-09-30,MSFT-close,39.6499,2015-09-30,2015-09-30_MSFT-close,2015-09-30,MSFT-close,3.34,2015-09-30
261,2015-10-30,MSFT-close,47.221,2015-10-30,2015-10-30_MSFT-close,2015-10-30,MSFT-close,3.34,2015-10-30
262,2015-11-30,MSFT-close,49.0863,2015-11-30,2015-11-30_MSFT-close,2015-11-30,MSFT-close,3.34,2015-11-30
263,2015-12-31,MSFT-close,50.1069,2015-12-31,2015-12-31_MSFT-close,2015-12-31,MSFT-close,4.84,2015-12-31
264,2016-01-29,MSFT-close,49.7547,2016-01-29,2016-01-29_MSFT-close,2016-01-29,MSFT-close,4.84,2016-01-29
265,2016-02-29,MSFT-close,46.2762,2016-02-29,2016-02-29_MSFT-close,2016-02-29,MSFT-close,4.84,2016-02-29
266,2016-03-31,MSFT-close,50.2326,2016-03-31,2016-03-31_MSFT-close,2016-03-31,MSFT-close,2.35,2016-03-31
