,date,%-close,value
7705,2014-05-30,CMCSA-close,22.4553
7706,2014-06-30,CMCSA-close,23.1888
7707,2014-07-31,CMCSA-close,23.2104
7708,2014-08-29,CMCSA-close,23.638
7709,2014-09-30,CMCSA-close,23.3285
7710,2014-10-31,CMCSA-close,24.0095
7711,2014-11-28,CMCSA-close,24.7426
7712,2014-12-31,CMCSA-close,25.1633
7713,2015-01-30,CMCSA-close,23.1457
7714,2015-02-27,CMCSA-close,25.8612
7715,2015-03-31,CMCSA-close,24.7024
7716,2015-04-30,CMCSA-close,25.2667
7717,2015-05-29,CMCSA-close,25.5729
7718,2015-06-30,CMCSA-close,26.4175
7719,2015-07-31,CMCSA-close,27.4146
7720,2015-08-31,CMCSA-close,24.7439
7721,2015-09-30,CMCSA-close,24.9855
7722,2015-10-30,CMCSA-close,27.6222
7723,2015-11-30,CMCSA-close,26.8459
7724,2015-12-31,CMCSA-close,24.8918
7725,2016-01-29,CMCSA-close,24.6846
7726,2016-02-29,CMCSA-close,25.5796
7727,2016-03-31,CMCSA-close,27.064
7728,2016-04-29,CMCSA-close,27.0427
7729,2016-05-31,CMCSA-close,28.1732
7730,2016-06-30,CMCSA-close,29.0144
7731,2016-07-29,CMCSA-close,30.0573
7732,2016-08-31,CMCSA-close,29.1679
7733,2016-09-30,CMCSA-close,29.6506
7734,2016-10-31,CMCSA-close,27.7452
7735,2016-11-30,CMCSA-close,31.1965
7736,2016-12-30,CMCSA-close,31.1135
7737,2017-01-31,CMCSA-close,33.9837
7738,2017-02-28,CMCSA-close,33.7224
7739,2017-03-31,CMCSA-close,33.8756
7740,2017-04-28,CMCSA-close,35.4656
7741,2017-05-31,CMCSA-close,37.728
7742,2017-06-30,CMCSA-close,35.3638
7743,2017-07-31,CMCSA-close,36.754
7744,2017-08-31,CMCSA-close,36.8994
7745,2017-09-29,CMCSA-close,34.964
7746,2017-10-31,CMCSA-close,32.8725
7747,2017-11-30,CMCSA-close,34.2502
7748,2017-12-29,CMCSA-close,36.5402
7749,2018-01-31,CMCSA-close,38.9517
7750,2018-02-28,CMCSA-close,33.1634
7751,2018-03-29,CMCSA-close,31.295
7752,2018-04-30,CMCSA-close,28.9121
7753,2018-05-31,CMCSA-close,28.7187
7754,2018-06-29,CMCSA-close,30.2201
7755,2018-07-31,CMCSA-close,33.1444
7756,2018-08-31,CMCSA-close,34.2652
7757,2018-09-28,CMCSA-close,32.8016
7758,2018-10-31,CMCSA-close,35.5186
7759,2018-11-30,CMCSA-close,36.3288
7760,2018-12-31,CMCSA-close,31.8866
7761,2019-01-31,CMCSA-close,34.2465
7762,2019-02-28,CMCSA-close,36.2131
7763,2019-03-29,CMCSA-close,37.4399
7764,2019-04-30,CMCSA-close,40.9782
7765,2019-05-31,CMCSA-close,38.5965
7766,2019-06-28,CMCSA-close,39.8015
7767,2019-07-31,CMCSA-close,40.8383
7768,2019-08-30,CMCSA-close,41.8694
7769,2019-09-30,CMCSA-close,42.6451
7770,2019-10-31,CMCSA-close,42.5992
7771,2019-11-29,CMCSA-close,41.9624
7772,2019-12-31,CMCSA-close,42.7417
7773,2020-01-31,CMCSA-close,41.2418
7774,2020-02-28,CMCSA-close,38.6063
7775,2020-03-31,CMCSA-close,33.0488
7776,2020-04-30,CMCSA-close,36.173
7777,2020-05-29,CMCSA-close,38.0667
7778,2020-06-30,CMCSA-close,37.6918
7779,2020-07-31,CMCSA-close,41.3856
7780,2020-08-31,CMCSA-close,43.3291
7781,2020-09-30,CMCSA-close,44.7312
7782,2020-10-30,CMCSA-close,41.0551
7783,2020-11-30,CMCSA-close,48.8307
7784,2020-12-31,CMCSA-close,50.9301
7785,2021-01-29,CMCSA-close,48.4012
7786,2021-02-26,CMCSA-close,51.477
7787,2021-03-31,CMCSA-close,52.8342
7788,2021-04-30,CMCSA-close,55.076
7789,2021-05-28,CMCSA-close,56.2433
7790,2021-06-30,CMCSA-close,55.9294
7791,2021-07-30,CMCSA-close,57.955
7792,2021-08-31,CMCSA-close,59.7774
7793,2021-09-30,CMCSA-close,55.0981
7794,2021-10-29,CMCSA-close,50.8881
7795,2021-11-30,CMCSA-close,49.4533
7796,2021-12-31,CMCSA-close,49.7997
7797,2022-01-31,CMCSA-close,49.7096
7798,2022-02-28,CMCSA-close,46.4977
7799,2022-03-31,CMCSA-close,46.5574
7800,2022-04-18,CMCSA-close,46.86
7801,1999-12-31,ABBV-close,
7802,2000-01-31,ABBV-close,
7803,2000-02-29,ABBV-close,
7804,2000-03-31,ABBV-close,
7805,2000-04-28,ABBV-close,
7806,2000-05-31,ABBV-close,
7807,2000-06-30,ABBV-close,
7808,2000-07-31,ABBV-close,
7809,2000-08-31,ABBV-close,
7810,2000-09-29,ABBV-close,
7811,2000-10-31,ABBV-close,
7812,2000-11-30,ABBV-close,
7813,2000-12-29,ABBV-close,
7814,2001-01-31,ABBV-close,
7815,2001-02-28,ABBV-close,
7816,2001-03-30,ABBV-close,
7817,2001-04-30,ABBV-close,
7818,2001-05-31,ABBV-close,
7819,2001-06-29,ABBV-close,
7820,2001-07-31,ABBV-close,
7821,2001-08-31,ABBV-close,
7822,2001-09-28,ABBV-close,
7823,2001-10-31,ABBV-close,
7824,2001-11-30,ABBV-close,
7825,2001-12-31,ABBV-close,
7826,2002-01-31,ABBV-close,
7827,2002-02-28,ABBV-close,
7828,2002-03-28,ABBV-close,
7829,2002-04-30,ABBV-close,
7830,2002-05-31,ABBV-close,
7831,2002-06-28,ABBV-close,
7832,2002-07-31,ABBV-close,
7833,2002-08-30,ABBV-close,
7834,2002-09-30,ABBV-close,
7835,2002-10-31,ABBV-close,
7836,2002-11-29,ABBV-close,
7837,2002-12-31,ABBV-close,
7838,2003-01-31,ABBV-close,
7839,2003-02-28,ABBV-close,
7840,2003-03-31,ABBV-close,
7841,2003-04-30,ABBV-close,
7842,2003-05-30,ABBV-close,
7843,2003-06-30,ABBV-close,
7844,2003-07-31,ABBV-close,
7845,2003-08-29,ABBV-close,
7846,2003-09-30,ABBV-close,
7847,2003-10-31,ABBV-close,
7848,2003-11-28,ABBV-close,
7849,2003-12-31,ABBV-close,
7850,2004-01-30,ABBV-close,
7851,2004-02-27,ABBV-close,
7852,2004-03-31,ABBV-close,
7853,2004-04-30,ABBV-close,
7854,2004-05-28,ABBV-close,
7855,2004-06-30,ABBV-close,
7856,2004-07-30,ABBV-close,
7857,2004-08-31,ABBV-close,
7858,2004-09-30,ABBV-close,
7859,2004-10-29,ABBV-close,
7860,2004-11-30,ABBV-close,
7861,2004-12-31,ABBV-close,
7862,2005-01-31,ABBV-close,
7863,2005-02-28,ABBV-close,
7864,2005-03-31,ABBV-close,
7865,2005-04-29,ABBV-close,
7866,2005-05-31,ABBV-close,
7867,2005-06-30,ABBV-close,
7868,2005-07-29,ABBV-close,
7869,2005-08-31,ABBV-close,
7870,2005-09-30,ABBV-close,
7871,2005-10-31,ABBV-close,
7872,2005-11-30,ABBV-close,
7873,2005-12-30,ABBV-close,
7874,2006-01-31,ABBV-close,
7875,2006-02-28,ABBV-close,
7876,2006-03-31,ABBV-close,
7877,2006-04-28,ABBV-close,
7878,2006-05-31,ABBV-close,
7879,2006-06-30,ABBV-close,
7880,2006-07-31,ABBV-close,
7881,2006-08-31,ABBV-close,
7882,2006-09-29,ABBV-close,
7883,2006-10-31,ABBV-close,
7884,2006-11-30,ABBV-close,
7885,2006-12-29,ABBV-close,
7886,2007-01-31,ABBV-close,
7887,2007-02-28,ABBV-close,
7888,2007-03-30,ABBV-close,
7889,2007-04-30,ABBV-close,
7890,2007-05-31,ABBV-close,
7891,2007-06-29,ABBV-close,
7892,2007-07-31,ABBV-close,
7893,2007-08-31,ABBV-close,
7894,2007-09-28,ABBV-close,
7895,2007-10-31,ABBV-close,
7896,2007-11-30,ABBV-close,
7897,2007-12-31,ABBV-close,
7898,2008-01-31,ABBV-close,
7899,2008-02-29,ABBV-close,
7900,2008-03-31,ABBV-close,
7901,2008-04-30,ABBV-close,
7902,2008-05-30,ABBV-close,
7903,2008-06-30,ABBV-close,
7904,2008-07-31,ABBV-close,
7905,2008-08-29,ABBV-close,
7906,2008-09-30,ABBV-close,
7907,2008-10-31,ABBV-close,
7908,2008-11-28,ABBV-close,
7909,2008-12-31,ABBV-close,
7910,2009-01-30,ABBV-close,
7911,2009-02-27,ABBV-close,
7912,2009-03-31,ABBV-close,
7913,2009-04-30,ABBV-close,
7914,2009-05-29,ABBV-close,
7915,2009-06-30,ABBV-close,
7916,2009-07-31,ABBV-close,
7917,2009-08-31,ABBV-close,
7918,2009-09-30,ABBV-close,
7919,2009-10-30,ABBV-close,
7920,2009-11-30,ABBV-close,
7921,2009-12-31,ABBV-close,
7922,2010-01-29,ABBV-close,
7923,2010-02-26,ABBV-close,
7924,2010-03-31,ABBV-close,
7925,2010-04-30,ABBV-close,
7926,2010-05-28,ABBV-close,
7927,2010-06-30,ABBV-close,
7928,2010-07-30,ABBV-close,
7929,2010-08-31,ABBV-close,
7930,2010-09-30,ABBV-close,
7931,2010-10-29,ABBV-close,
7932,2010-11-30,ABBV-close,
7933,2010-12-31,ABBV-close,
7934,2011-01-31,ABBV-close,
7935,2011-02-28,ABBV-close,
7936,2011-03-31,ABBV-close,
7937,2011-04-29,ABBV-close,
7938,2011-05-31,ABBV-close,
7939,2011-06-30,ABBV-close,
7940,2011-07-29,ABBV-close,
7941,2011-08-31,ABBV-close,
7942,2011-09-30,ABBV-close,
7943,2011-10-31,ABBV-close,
7944,2011-11-30,ABBV-close,
7945,2011-12-30,ABBV-close,
7946,2012-01-31,ABBV-close,
7947,2012-02-29,ABBV-close,
7948,2012-03-30,ABBV-close,
7949,2012-04-30,ABBV-close,
7950,2012-05-31,ABBV-close,
7951,2012-06-29,ABBV-close,
7952,2012-07-31,ABBV-close,
7953,2012-08-31,ABBV-close,
7954,2012-09-28,ABBV-close,
7955,2012-10-31,ABBV-close,
7956,2012-11-30,ABBV-close,
7957,2012-12-31,ABBV-close,
7958,2013-01-31,ABBV-close,
7959,2013-02-28,ABBV-close,25.2693
7960,2013-03-28,ABBV-close,27.9112
7961,2013-04-30,ABBV-close,31.81
7962,2013-05-31,ABBV-close,29.489
7963,2013-06-28,ABBV-close,28.5564
7964,2013-07-31,ABBV-close,31.7033
7965,2013-08-30,ABBV-close,29.7026
7966,2013-09-30,ABBV-close,31.1804
7967,2013-10-31,ABBV-close,34.0693
7968,2013-11-29,ABBV-close,34.0693
7969,2013-12-31,ABBV-close,37.1352
7970,2014-01-31,ABBV-close,34.8957
7971,2014-02-28,ABBV-close,36.0865
7972,2014-03-31,ABBV-close,36.4339
7973,2014-04-30,ABBV-close,37.2496
7974,2014-05-30,ABBV-close,38.8589
7975,2014-06-30,ABBV-close,40.368
7976,2014-07-31,ABBV-close,37.7216
7977,2014-08-29,ABBV-close,39.8405
7978,2014-09-30,ABBV-close,41.6278
7979,2014-10-31,ABBV-close,46.0853
7980,2014-11-28,ABBV-close,50.2538
7981,2014-12-31,ABBV-close,47.5232
7982,2015-01-30,ABBV-close,44.1656
7983,2015-02-27,ABBV-close,44.2753
7984,2015-03-31,ABBV-close,42.841
7985,2015-04-30,ABBV-close,47.7141
7986,2015-05-29,ABBV-close,49.1382
7987,2015-06-30,ABBV-close,49.581
7988,2015-07-31,ABBV-close,52.0407
7989,2015-08-31,ABBV-close,46.3913
7990,2015-09-30,ABBV-close,40.4447
7991,2015-10-30,ABBV-close,44.685
7992,2015-11-30,ABBV-close,43.6345
7993,2015-12-31,ABBV-close,44.4524
7994,2016-01-29,ABBV-close,41.6546
7995,2016-02-29,ABBV-close,41.4345
7996,2016-03-31,ABBV-close,43.339
7997,2016-04-29,ABBV-close,46.7295
7998,2016-05-31,ABBV-close,48.208
7999,2016-06-30,ABBV-close,47.4267
8000,2016-07-29,ABBV-close,51.1825
8001,2016-08-31,ABBV-close,49.5365
8002,2016-09-30,ABBV-close,48.7405
8003,2016-10-31,ABBV-close,43.5082
8004,2016-11-30,ABBV-close,47.4238
8005,2016-12-30,ABBV-close,48.8434
8006,2017-01-31,ABBV-close,48.1645
8007,2017-02-28,ABBV-close,48.7399
8008,2017-03-31,ABBV-close,51.3566
8009,2017-04-28,ABBV-close,52.4896
8010,2017-05-31,ABBV-close,52.5533
8011,2017-06-30,ABBV-close,57.7194
8012,2017-07-31,ABBV-close,56.1453
8013,2017-08-31,ABBV-close,60.474
8014,2017-09-29,ABBV-close,71.3642
8015,2017-10-31,ABBV-close,72.9879
8016,2017-11-30,ABBV-close,78.3821
8017,2017-12-29,ABBV-close,78.2123
8018,2018-01-31,ABBV-close,91.4048
8019,2018-02-28,ABBV-close,94.3452
8020,2018-03-29,ABBV-close,77.0938
8021,2018-04-30,ABBV-close,79.4609
8022,2018-05-31,ABBV-close,81.4279
8023,2018-06-29,ABBV-close,76.2512
8024,2018-07-31,ABBV-close,76.6677
8025,2018-08-31,ABBV-close,79.7849
8026,2018-09-28,ABBV-close,78.6212
8027,2018-10-31,ABBV-close,65.3991
8028,2018-11-30,ABBV-close,79.193
8029,2018-12-31,ABBV-close,77.4457
8030,2019-01-31,ABBV-close,68.3003
8031,2019-02-28,ABBV-close,67.4071
8032,2019-03-29,ABBV-close,68.5555
8033,2019-04-30,ABBV-close,68.4293
8034,2019-05-31,ABBV-close,66.1193
8035,2019-06-28,ABBV-close,62.6802
8036,2019-07-31,ABBV-close,58.2966
8037,2019-08-30,ABBV-close,57.5265
8038,2019-09-30,ABBV-close,66.2596
8039,2019-10-31,ABBV-close,70.6227
8040,2019-11-29,ABBV-close,77.8848
8041,2019-12-31,ABBV-close,78.6039
8042,2020-01-31,ABBV-close,72.8901
8043,2020-02-28,ABBV-close,77.1094
8044,2020-03-31,ABBV-close,68.5447
8045,2020-04-30,ABBV-close,75.0142
8046,2020-05-29,ABBV-close,84.5689
8047,2020-06-30,ABBV-close,89.5972
8048,2020-07-31,ABBV-close,87.6468
8049,2020-08-31,ABBV-close,88.441
8050,2020-09-30,ABBV-close,80.887
8051,2020-10-30,ABBV-close,79.6649
8052,2020-11-30,ABBV-close,97.9008
8053,2020-12-31,ABBV-close,100.3067
8054,2021-01-29,ABBV-close,97.0521
8055,2021-02-26,ABBV-close,102.0335
8056,2021-03-31,ABBV-close,102.4881
8057,2021-04-30,ABBV-close,106.8906
8058,2021-05-28,ABBV-close,108.5204
8059,2021-06-30,ABBV-close,107.9835
8060,2021-07-30,ABBV-close,112.7272
8061,2021-08-31,ABBV-close,117.0696
8062,2021-09-30,ABBV-close,104.5562
8063,2021-10-29,ABBV-close,112.474
8064,2021-11-30,ABBV-close,113.0723
8065,2021-12-31,ABBV-close,132.807
8066,2022-01-31,ABBV-close,135.6864
8067,2022-02-28,ABBV-close,146.4707
8068,2022-03-31,ABBV-close,160.6846
8069,2022-04-18,ABBV-close,159.36
8070,1999-12-31,DWDP-close,
8071,2000-01-31,DWDP-close,
8072,2000-02-29,DWDP-close,
8073,2000-03-31,DWDP-close,
8074,2000-04-28,DWDP-close,
8075,2000-05-31,DWDP-close,
8076,2000-06-30,DWDP-close,
8077,2000-07-31,DWDP-close,
8078,2000-08-31,DWDP-close,
8079,2000-09-29,DWDP-close,
8080,2000-10-31,DWDP-close,
8081,2000-11-30,DWDP-close,
8082,2000-12-29,DWDP-close,
8083,2001-01-31,DWDP-close,
8084,2001-02-28,DWDP-close,
8085,2001-03-30,DWDP-close,
8086,2001-04-30,DWDP-close,
8087,2001-05-31,DWDP-close,
8088,2001-06-29,DWDP-close,
8089,2001-07-31,DWDP-close,
8090,2001-08-31,DWDP-close,
8091,2001-09-28,DWDP-close,
8092,2001-10-31,DWDP-close,
8093,2001-11-30,DWDP-close,
8094,2001-12-31,DWDP-close,
8095,2002-01-31,DWDP-close,
8096,2002-02-28,DWDP-close,
8097,2002-03-28,DWDP-close,
8098,2002-04-30,DWDP-close,
8099,2002-05-31,DWDP-close,
8100,2002-06-28,DWDP-close,
8101,2002-07-31,DWDP-close,
8102,2002-08-30,DWDP-close,
8103,2002-09-30,DWDP-close,
8104,2002-10-31,DWDP-close,
8105,2002-11-29,DWDP-close,
8106,2002-12-31,DWDP-close,
8107,2003-01-31,DWDP-close,
8108,2003-02-28,DWDP-close,
8109,2003-03-31,DWDP-close,
8110,2003-04-30,DWDP-close,
8111,2003-05-30,DWDP-close,
8112,2003-06-30,DWDP-close,
8113,2003-07-31,DWDP-close,
8114,2003-08-29,DWDP-close,
8115,2003-09-30,DWDP-close,
8116,2003-10-31,DWDP-close,
8117,2003-11-28,DWDP-close,
8118,2003-12-31,DWDP-close,
8119,2004-01-30,DWDP-close,
8120,2004-02-27,DWDP-close,
8121,2004-03-31,DWDP-close,
8122,2004-04-30,DWDP-close,
8123,2004-05-28,DWDP-close,
8124,2004-06-30,DWDP-close,
8125,2004-07-30,DWDP-close,
8126,2004-08-31,DWDP-close,
8127,2004-09-30,DWDP-close,
8128,2004-10-29,DWDP-close,
8129,2004-11-30,DWDP-close,
8130,2004-12-31,DWDP-close,
8131,2005-01-31,DWDP-close,
8132,2005-02-28,DWDP-close,
8133,2005-03-31,DWDP-close,
8134,2005-04-29,DWDP-close,
8135,2005-05-31,DWDP-close,
8136,2005-06-30,DWDP-close,
8137,2005-07-29,DWDP-close,
8138,2005-08-31,DWDP-close,
8139,2005-09-30,DWDP-close,
8140,2005-10-31,DWDP-close,
8141,2005-11-30,DWDP-close,
8142,2005-12-30,DWDP-close,
8143,2006-01-31,DWDP-close,
8144,2006-02-28,DWDP-close,
8145,2006-03-31,DWDP-close,
8146,2006-04-28,DWDP-close,
8147,2006-05-31,DWDP-close,
8148,2006-06-30,DWDP-close,
8149,2006-07-31,DWDP-close,
8150,2006-08-31,DWDP-close,
8151,2006-09-29,DWDP-close,
8152,2006-10-31,DWDP-close,
8153,2006-11-30,DWDP-close,
8154,2006-12-29,DWDP-close,
8155,2007-01-31,DWDP-close,
8156,2007-02-28,DWDP-close,
8157,2007-03-30,DWDP-close,
8158,2007-04-30,DWDP-close,
8159,2007-05-31,DWDP-close,
8160,2007-06-29,DWDP-close,
8161,2007-07-31,DWDP-close,
8162,2007-08-31,DWDP-close,
8163,2007-09-28,DWDP-close,
8164,2007-10-31,DWDP-close,
8165,2007-11-30,DWDP-close,
8166,2007-12-31,DWDP-close,
8167,2008-01-31,DWDP-close,
8168,2008-02-29,DWDP-close,
8169,2008-03-31,DWDP-close,
8170,2008-04-30,DWDP-close,
8171,2008-05-30,DWDP-close,
8172,2008-06-30,DWDP-close,
8173,2008-07-31,DWDP-close,
8174,2008-08-29,DWDP-close,
8175,2008-09-30,DWDP-close,
8176,2008-10-31,DWDP-close,
8177,2008-11-28,DWDP-close,
8178,2008-12-31,DWDP-close,
8179,2009-01-30,DWDP-close,
8180,2009-02-27,DWDP-close,
8181,2009-03-31,DWDP-close,
8182,2009-04-30,DWDP-close,
8183,2009-05-29,DWDP-close,
8184,2009-06-30,DWDP-close,
8185,2009-07-31,DWDP-close,
8186,2009-08-31,DWDP-close,
8187,2009-09-30,DWDP-close,
8188,2009-10-30,DWDP-close,
8189,2009-11-30,DWDP-close,
8190,2009-12-31,DWDP-close,
8191,2010-01-29,DWDP-close,
8192,2010-02-26,DWDP-close,
8193,2010-03-31,DWDP-close,
8194,2010-04-30,DWDP-close,
8195,2010-05-28,DWDP-close,
8196,2010-06-30,DWDP-close,
8197,2010-07-30,DWDP-close,
8198,2010-08-31,DWDP-close,
8199,2010-09-30,DWDP-close,
8200,2010-10-29,DWDP-close,
8201,2010-11-30,DWDP-close,
8202,2010-12-31,DWDP-close,
8203,2011-01-31,DWDP-close,
8204,2011-02-28,DWDP-close,
8205,2011-03-31,DWDP-close,
8206,2011-04-29,DWDP-close,
8207,2011-05-31,DWDP-close,
8208,2011-06-30,DWDP-close,
8209,2011-07-29,DWDP-close,
8210,2011-08-31,DWDP-close,
8211,2011-09-30,DWDP-close,
8212,2011-10-31,DWDP-close,
8213,2011-11-30,DWDP-close,
8214,2011-12-30,DWDP-close,
8215,2012-01-31,DWDP-close,
8216,2012-02-29,DWDP-close,
8217,2012-03-30,DWDP-close,
8218,2012-04-30,DWDP-close,
8219,2012-05-31,DWDP-close,
8220,2012-06-29,DWDP-close,
8221,2012-07-31,DWDP-close,
8222,2012-08-31,DWDP-close,
8223,2012-09-28,DWDP-close,
8224,2012-10-31,DWDP-close,
8225,2012-11-30,DWDP-close,
8226,2012-12-31,DWDP-close,
8227,2013-01-31,DWDP-close,
8228,2013-02-28,DWDP-close,
8229,2013-03-28,DWDP-close,
8230,2013-04-30,DWDP-close,
8231,2013-05-31,DWDP-close,
8232,2013-06-28,DWDP-close,
8233,2013-07-31,DWDP-close,
8234,2013-08-30,DWDP-close,
8235,2013-09-30,DWDP-close,
8236,2013-10-31,DWDP-close,
8237,2013-11-29,DWDP-close,
8238,2013-12-31,DWDP-close,
8239,2014-01-31,DWDP-close,
8240,2014-02-28,DWDP-close,
8241,2014-03-31,DWDP-close,
8242,2014-04-30,DWDP-close,
8243,2014-05-30,DWDP-close,
8244,2014-06-30,DWDP-close,
8245,2014-07-31,DWDP-close,
8246,2014-08-29,DWDP-close,
8247,2014-09-30,DWDP-close,
8248,2014-10-31,DWDP-close,
8249,2014-11-28,DWDP-close,
8250,2014-12-31,DWDP-close,
8251,2015-01-30,DWDP-close,
8252,2015-02-27,DWDP-close,
8253,2015-03-31,DWDP-close,
8254,2015-04-30,DWDP-close,
8255,2015-05-29,DWDP-close,
8256,2015-06-30,DWDP-close,
8257,2015-07-31,DWDP-close,
8258,2015-08-31,DWDP-close,
8259,2015-09-30,DWDP-close,
8260,2015-10-30,DWDP-close,
8261,2015-11-30,DWDP-close,
8262,2015-12-31,DWDP-close,
8263,2016-01-29,DWDP-close,
8264,2016-02-29,DWDP-close,
8265,2016-03-31,DWDP-close,
8266,2016-04-29,DWDP-close,
8267,2016-05-31,DWDP-close,
8268,2016-06-30,DWDP-close,
8269,2016-07-29,DWDP-close,
8270,2016-08-31,DWDP-close,
8271,2016-09-30,DWDP-close,
8272,2016-10-31,DWDP-close,
8273,2016-11-30,DWDP-close,
8274,2016-12-30,DWDP-close,
8275,2017-01-31,DWDP-close,
8276,2017-02-28,DWDP-close,
8277,2017-03-31,DWDP-close,
8278,2017-04-28,DWDP-close,
8279,2017-05-31,DWDP-close,
8280,2017-06-30,DWDP-close,
8281,2017-07-31,DWDP-close,
8282,2017-08-31,DWDP-close,
8283,2017-09-29,DWDP-close,44.7502
8284,2017-10-31,DWDP-close,46.7411
8285,2017-11-30,DWDP-close,46.7726
8286,2017-12-29,DWDP-close,46.2916
8287,2018-01-31,DWDP-close,49.1256
8288,2018-02-28,DWDP-close,45.9336
8289,2018-03-29,DWDP-close,41.6278
8290,2018-04-30,DWDP-close,41.3207
8291,2018-05-31,DWDP-close,42.1348
8292,2018-06-29,DWDP-close,43.3244
8293,2018-07-31,DWDP-close,45.1975
8294,2018-08-31,DWDP-close,46.3408
8295,2018-09-28,DWDP-close,42.495
8296,2018-10-31,DWDP-close,35.6295
8297,2018-11-30,DWDP-close,38.4801
8298,2018-12-31,DWDP-close,35.5733
8299,2019-01-31,DWDP-close,35.7929
8300,2019-02-28,DWDP-close,35.6529
8301,2019-03-29,DWDP-close,35.7065
8302,2019-04-30,DWDP-close,38.2954
8303,2019-05-31,DWDP-close,30.52
8304,2019-06-28,DWDP-close,
8305,2019-07-31,DWDP-close,
8306,2019-08-30,DWDP-close,
8307,2019-09-30,DWDP-close,
8308,2019-10-31,DWDP-close,
8309,2019-11-29,DWDP-close,
8310,2019-12-31,DWDP-close,
8311,2020-01-31,DWDP-close,
8312,2020-02-28,DWDP-close,
8313,2020-03-31,DWDP-close,
8314,2020-04-30,DWDP-close,
8315,2020-05-29,DWDP-close,
8316,2020-06-30,DWDP-close,
8317,2020-07-31,DWDP-close,
8318,2020-08-31,DWDP-close,
8319,2020-09-30,DWDP-close,
8320,2020-10-30,DWDP-close,
8321,2020-11-30,DWDP-close,
8322,2020-12-31,DWDP-close,
8323,2021-01-29,DWDP-close,
8324,2021-02-26,DWDP-close,
8325,2021-03-31,DWDP-close,
8326,2021-04-30,DWDP-close,
8327,2021-05-28,DWDP-close,
8328,2021-06-30,DWDP-close,
8329,2021-07-30,DWDP-close,
8330,2021-08-31,DWDP-close,
8331,2021-09-30,DWDP-close,
8332,2021-10-29,DWDP-close,
8333,2021-11-30,DWDP-close,
8334,2021-12-31,DWDP-close,
8335,2022-01-31,DWDP-close,
8336,2022-02-28,DWDP-close,
8337,2022-03-31,DWDP-close,
8338,2022-04-18,DWDP-close,
8339,1999-12-31,PEP-close,20.4474
8340,2000-01-31,PEP-close,19.7977
8341,2000-02-29,PEP-close,18.6376
8342,2000-03-31,PEP-close,20.3223
8343,2000-04-28,PEP-close,21.3769
8344,2000-05-31,PEP-close,23.8181
8345,2000-06-30,PEP-close,25.9801
8346,2000-07-31,PEP-close,26.781
8347,2000-08-31,PEP-close,24.9278
8348,2000-09-29,PEP-close,26.9818
8349,2000-10-31,PEP-close,28.413
8350,2000-11-30,PEP-close,26.6182
8351,2000-12-29,PEP-close,29.1598
8352,2001-01-31,PEP-close,25.9296
8353,2001-02-28,PEP-close,27.1123
8354,2001-03-30,PEP-close,25.9377
8355,2001-04-30,PEP-close,25.8551
8356,2001-05-31,PEP-close,26.4157
8357,2001-06-29,PEP-close,26.17
8358,2001-07-31,PEP-close,27.6088
8359,2001-08-31,PEP-close,27.8279
8360,2001-09-28,PEP-close,28.8031
8361,2001-10-31,PEP-close,28.9278
8362,2001-11-30,PEP-close,28.8803
8363,2001-12-31,PEP-close,29.0027
8364,2002-01-31,PEP-close,29.8367
8365,2002-02-28,PEP-close,30.0809
8366,2002-03-28,PEP-close,30.7657
8367,2002-04-30,PEP-close,31.0047
8368,2002-05-31,PEP-close,31.0525
8369,2002-06-28,PEP-close,28.8773
8370,2002-07-31,PEP-close,25.726
8371,2002-08-30,PEP-close,23.695
8372,2002-09-30,PEP-close,22.2252
8373,2002-10-31,PEP-close,26.5258
8374,2002-11-29,PEP-close,25.5514
8375,2002-12-31,PEP-close,25.4829
8376,2003-01-31,PEP-close,24.4326
8377,2003-02-28,PEP-close,23.1289
8378,2003-03-31,PEP-close,24.2389
8379,2003-04-30,PEP-close,26.2265
8380,2003-05-30,PEP-close,26.784
8381,2003-06-30,PEP-close,27.0629
8382,2003-07-31,PEP-close,28.0177
8383,2003-08-29,PEP-close,27.0872
8384,2003-09-30,PEP-close,27.9715
8385,2003-10-31,PEP-close,29.186
8386,2003-11-28,PEP-close,29.3691
8387,2003-12-31,PEP-close,28.5507
8388,2004-01-30,PEP-close,28.9426
8389,2004-02-27,PEP-close,31.7842
8390,2004-03-31,PEP-close,33.0794
8391,2004-04-30,PEP-close,33.4726
8392,2004-05-28,PEP-close,32.7846
8393,2004-06-30,PEP-close,33.2373
8394,2004-07-30,PEP-close,30.8438
8395,2004-08-31,PEP-close,30.8438
8396,2004-09-30,PEP-close,30.1499
8397,2004-10-29,PEP-close,30.7263
8398,2004-11-30,PEP-close,30.9308
8399,2004-12-31,PEP-close,32.4956
8400,2005-01-31,PEP-close,33.4294
8401,2005-02-28,PEP-close,33.529
8402,2005-03-31,PEP-close,33.1556
8403,2005-04-29,PEP-close,34.7875
8404,2005-05-31,PEP-close,35.1751
8405,2005-06-30,PEP-close,33.8763
8406,2005-07-29,PEP-close,34.2532
8407,2005-08-31,PEP-close,34.4542
8408,2005-09-30,PEP-close,35.7896
8409,2005-10-31,PEP-close,37.2854
8410,2005-11-30,PEP-close,37.3611
8411,2005-12-30,PEP-close,37.4491
8412,2006-01-31,PEP-close,36.2447
8413,2006-02-28,PEP-close,37.4681
8414,2006-03-31,PEP-close,36.7906
