,4b. close (USD),5. volume,6. market cap (USD)
2021-09-20,364.10000000,1865673.94010000,1865673.94010000
2021-09-19,408.60000000,743095.72100000,743095.72100000
2021-09-18,410.70000000,733479.73900000,733479.73900000
2021-09-17,406.60000000,844137.72700000,844137.72700000
2021-09-16,424.30000000,1037049.02000000,1037049.02000000
2021-09-15,431.30000000,1182055.63100000,1182055.63100000
2021-09-14,414.30000000,930635.79200000,930635.79200000
2021-09-13,399.10000000,1531654.71900000,1531654.71900000
2021-09-12,416.30000000,981402.88300000,981402.88300000
2021-09-11,405.10000000,922767.05500000,922767.05500000
2021-09-10,401.40000000,1528906.75100000,1528906.75100000
2021-09-09,421.30000000,1543293.22100000,1543293.22100000
2021-09-08,415.00000000,2058507.11000000,2058507.11000000
2021-09-07,418.70000000,3358688.12290000,3358688.12290000
2021-09-06,496.10000000,1121398.97800000,1121398.97800000
2021-09-05,504.80000000,878406.04500000,878406.04500000
2021-09-04,497.70000000,1248261.62770000,1248261.62770000
2021-09-03,488.50000000,1094104.74200000,1094104.74200000
2021-09-02,483.70000000,1245680.69880000,1245680.69880000
2021-09-01,489.40000000,1320635.94000000,1320635.94000000
2021-08-31,463.90000000,1477345.55520000,1477345.55520000
2021-08-30,460.30000000,1125497.96120000,1125497.96120000
2021-08-29,479.70000000,910773.93900000,910773.93900000
2021-08-28,486.20000000,891854.58380000,891854.58380000
2021-08-27,494.50000000,1549790.92460000,1549790.92460000
2021-08-26,478.10000000,2229652.23100000,2229652.23100000
2021-08-25,503.19000000,2242911.03330000,2242911.03330000
2021-08-24,471.62000000,2080297.69790000,2080297.69790000
2021-08-23,499.06000000,2660809.02190000,2660809.02190000
2021-08-22,448.68000000,1135535.80760000,1135535.80760000
2021-08-21,448.74000000,1426818.89780000,1426818.89780000
2021-08-20,454.93000000,1691101.51020000,1691101.51020000
2021-08-19,431.27000000,1852873.47140000,1852873.47140000
2021-08-18,396.15000000,1750539.53850000,1750539.53850000
2021-08-17,401.80000000,1984029.27500000,1984029.27500000
2021-08-16,415.72000000,1850324.19060000,1850324.19060000
2021-08-15,414.05000000,1238115.41780000,1238115.41780000
2021-08-14,408.67000000,1439286.50640000,1439286.50640000
2021-08-13,410.76000000,1261827.29250000,1261827.29250000
2021-08-12,385.66000000,1835305.93820000,1835305.93820000
2021-08-11,390.96000000,1911892.68750000,1911892.68750000
2021-08-10,371.92000000,1660844.19180000,1660844.19180000
2021-08-09,354.32000000,1284975.51320000,1284975.51320000
2021-08-08,341.79000000,1275768.15400000,1275768.15400000
2021-08-07,356.18000000,1545801.18800000,1545801.18800000
